Area,ConvexArea,Perimeter,ConvexPerimeter,EquivDiameter,MajorAxisLength,MinorAxisLength,Elongation,Compactness,Eccentricity,Solidity,Extent,Circularity,RadialDistanceSD,SecondMoment,Roughness,MinIntensity,MaxIntensity,MeanIntensity,SDIntensity,MinIntensityBG,MaxIntensityBG,MeanIntensityBG,SDIntensityBG,IntensityDifference,markov1,markov2,markov3,markov4,markov5,gabormean_0_0,gaborSD_0_0,gabormean_0_1,gaborSD_0_1,gabormean_0_2,gaborSD_0_2,gabormean_1_0,gaborSD_1_0,gabormean_1_1,gaborSD_1_1,gabormean_1_2,gaborSD_1_2,gabormean_2_0,gaborSD_2_0,gabormean_2_1,gaborSD_2_1,gabormean_2_2,gaborSD_2_2,gabormean_3_0,gaborSD_3_0,gabormean_3_1,gaborSD_3_1,gabormean_3_2,gaborSD_3_2,Contrast,Correlation,Energy,Homogeneity,Entropy,x_3rdordermoment,Inversevariance,Sumaverage,Variance,Clustertendency,MaxProbability,Malignancy_1,Malignancy_2,Malignancy_3,Malignancy_4
167,188,55.11269837,50.23382579,14.58187244,16.90858663,13.10457823,1.290280872,1.447361496,0.631930509,0.888297872,0.618518519,0.831637042,1.132170687,0.170270811,0.08852538,120,824,341.4072,174.4123,78,297,151.5825,45.6391,189.8247,1146.5,1226.24,136463.97,137681.85,55.9582,64.8185,53.1183,57.637,57.8849,91.4259,70.6101,101.6926,56.4076,91.537,60.6863,101.8074,56.9555,72.9185,49.209,59.337,50.5566,86.5889,68.2356,111.2111,64.5622,80.8,56.2651,108.1148,70.664,18300,0.705,0.0023,0.0492,6.21,1790000,0.019,209,30400,103000,0.0044,4,4,3,2
70,71,30.97056275,30.71862685,9.440697439,9.812418776,9.25499547,1.060229452,1.090411164,0.332248009,0.985915493,0.777777778,0.932189716,0.671911113,0.16006414,0.008134689,74,1083,483.9571,349.2758,83,771,238.9,222.1559,245.0571,4223.99,4012.36,294922.88,300827.95,159.8411,75.2333,57.6783,63.5111,62.0718,103.7667,70.7515,39.9333,57.845,59.6333,59.0046,48.8333,61.2918,65.4778,60.6113,57.3333,57.6988,106.9667,72.203,84.1667,63.8193,89.2444,52.72,71.3333,62.7648,72600,0.747,0.0076,0.04,4.98,16700000,0.0198,382,113000,394000,0.0111,2,3,3,1
201,241,69.9411255,57.10670374,15.9975357,17.95928062,15.39630574,1.166466873,1.936686441,0.514834365,0.834024896,0.622291022,0.774518393,3.339574438,0.173170188,0.18350322,93,1043,432.9303,241.4633,60,411,157.2213,57.3994,275.709,5262.11,5261.75,4346.07,3327.4,1562.91,69,55.2114,40.2941,52.4618,82.5789,68.9431,85.3591,51.8809,81.5046,52.6574,76.969,48.9065,73.6533,51.7849,68.1455,59.1708,83.5666,71.0191,99.322,58.4532,75.7895,52.9172,94.9969,58.5416,30000,0.751,0.0019,0.0372,6.4,759000,0.0137,294,59000,206000,0.0033,4,4,1,4
222,243,62.66904756,56.68506308,16.81247093,19.01063449,15.28250475,1.24394756,1.407807745,0.594774743,0.913580247,0.687306502,0.868211572,2.012049988,0.166749017,0.095485486,24,1320,691.0818,362.0909,6,1192,305.6733,203.8462,385.4086,5275.9,5273.89,3599.04,3021.38,1960.04,87.2074,60.153,70.7523,58.8795,108.2724,78.6752,61.8824,47.5587,71.4861,49.8606,60.0619,49.2601,83.6811,58.3171,61.8978,53.6018,109.1548,76.0542,98.9567,53.2572,88.5449,54.8054,92.3467,55.1187,111000,0.601,0.0018,0.0192,6.41,3170000,0.0066,605,138000,440000,0.0025,4,4,3,4
205,211,56.18376618,53.8592665,16.15593101,18.46966867,14.37187309,1.285126062,1.225343838,0.628098576,0.971563981,0.632716049,0.888061119,1.089796593,0.166162418,0.041373155,30,1086,647.9317,343.9463,4,1180,280.5847,318.955,367.347,5850.54,5133.85,543095.87,534195.71,175.3748,69.5309,49.2381,69.5988,55.1751,100.5432,79.1951,30.892,52.4592,34.9198,46.8754,30.6914,51.192,44.4475,45.8674,33.713,44.3994,100.7562,79.8495,65.3241,55.9833,75.4383,53.2152,57.5401,60.2454,54700,0.816,0.0018,0.0358,6.41,4090000,0.0123,548,140000,510000,0.003,5,4,3,3
93,103,41.69848481,37.15514134,10.88169461,13.22960183,9.295396177,1.423242385,1.4878109,0.711564276,0.902912621,0.715384615,0.846554606,1.385892829,0.173897909,0.10895704,28,1301,736.8602,343.0312,76,1184,452.1351,323.8058,284.7251,4846.46,1531.99,4838.17,4838.24,1531.29,104.3923,61.1872,85.7923,76.0283,111.8,66.9171,75.1,51.0481,74.9615,59.7893,77.7615,61.6017,72.6615,57.2103,91.0846,59.2634,114.9615,68.0052,90.7,55.9324,113.9538,63.161,102.9615,52.4262,111000,0.583,0.005,0.0191,5.41,7290000,0.01,672,122000,386000,0.0051,3,4,1,3
825,915,123.7817459,112.2095556,32.41022407,37.06793066,29.38900456,1.261285682,1.477914791,0.609427513,0.901639344,0.64453125,0.823387231,3.485474664,0.169324122,0.093488666,50,1222,867.7164,314.1626,32,1047,262.7868,234.7048,604.9295,4737.73,1669.64,4727.39,4727.25,1666.57,48.3172,42.3718,31.8656,34.2603,127.2266,99.3585,35.0344,36.9221,48.0656,35.9789,40.5805,43.2418,29.7273,26.0591,14.9219,23.8229,127.9516,98.5541,24.6531,34.5678,32.5609,30.721,27.0836,37.5054,42600,0.871,0.0005,0.057,7.82,4460000,0.026,647,163000,611000,0.0014,5,3,5,5
102,102,38.87005769,38.15747535,11.39607097,12.83200984,10.38612664,1.235495223,1.178746278,0.587268698,1,0.662337662,0.880340681,1.180368721,0.165358723,0.018332423,151,1155,652.5882,336.1795,91,1100,319.2115,240.6601,333.3767,4994.62,4990.9,2384.02,3547.25,1761.51,81.2922,57.809,83.1948,62.506,105.7922,74.1635,59.6429,53.493,67.3182,53.9483,52.4545,53.1824,38.7597,46.7173,37.6494,51.0033,103.0714,73.0893,107.7078,50.7182,92.1364,61.9851,88.6818,56.8616,64400,0.768,0.0041,0.0263,5.59,-2430000,0.0073,470,113000,401000,0.0053,2,3,1,2
152,175,54.04163056,50.79287456,13.91159268,18.07580176,12.08218312,1.496070832,1.528985745,0.743786246,0.868571429,0.596078431,0.74036839,2.225682427,0.193275942,0.060115803,-879,1028,-118.0658,499.5232,-918,-322,-765.4369,134.0626,647.3711,13723.13,19841.5,14752.29,11786.33,3446.02,47.0039,56.2446,33.1608,50.7779,44.9843,65.1829,85.6706,63.031,64.9647,67.6657,71.7373,58.6927,49.0588,61.5354,41.5176,52.9897,43,63.7844,61.7176,54.187,82.0667,78.2223,67.3686,58.5599,151000,0.726,0.0024,0.0243,6.15,4440000,0.0075,606,269000,927000,0.0035,1,1,1,1
86,90,36.38477631,35.8478023,10.46415791,13.14701999,8.691014165,1.512714137,1.224985938,0.750330019,0.955555556,0.735042735,0.840975306,1.933281871,0.178569183,0.014758206,60,1129,515.5,326.568,61,719,329.3871,219.7016,186.1129,6451.44,2005.38,358503.81,331301.83,276.2385,68.3077,59.4163,76.0769,57.017,105.9573,68.4412,57.8547,55.8883,62.4359,47.4985,74.0085,47.6251,57.8803,68.5704,52.5556,64.9226,95.8974,65.8481,83.7521,66.7163,75.4444,62.2728,87.0085,60.8681,63000,0.714,0.0056,0.0222,5.28,-1500000,0.0076,437,97900,336000,0.0069,3,3,3,2
433,464,83.01219331,78.50342433,23.48004946,26.36139341,21.41725688,1.230848262,1.266444077,0.583033895,0.933189655,0.724080268,0.882918381,1.788936742,0.16613096,0.054314539,86,1369,910.9492,373.9885,53,973,203.2727,170.389,707.6765,10175.06,22147.55,1003852.61,944151.15,500.836,63.6973,43.5155,53.5719,49.2874,138.209,89.1477,43.8144,42.6692,57.9582,45.8902,45.1773,43.5136,36.4398,38.861,25.1522,38.9204,138.3043,90.5611,58.4599,44.6843,84.0987,51.1241,49.0769,42.8409,92800,0.765,0.001,0.0334,7.06,1160000,0.011,714,200000,706000,0.0017,5,5,5,2
481,496,83.35533906,80.33594301,24.74728714,25.86633466,23.84250727,1.084883161,1.149507752,0.387765053,0.969758065,0.801666667,0.936559015,0.687840929,0.16045553,0.036223187,134,1287,809.2703,302.7534,80,1351,387.1849,387.2665,422.0854,11556.44,5272.74,790913.63,906932.35,140.7634,56.3217,38.7465,39.2167,45.9194,150.7183,85.6802,53.5383,46.745,73.575,45.7335,41.57,47.8224,31.1,44.0993,21.1517,40.5483,154.5683,85.3578,23.625,37.0522,42.9483,35.2135,25.42,38.3044,45900,0.809,0.001,0.0666,7.03,3850000,0.032,678,119000,430000,0.003,5,5,3,3
138,142,44.28427125,43.42410827,13.25545387,14.87626799,11.9469769,1.24519099,1.130863154,0.595858213,0.971830986,0.707692308,0.919659651,0.952411212,0.163662563,0.019423668,131,3348,1555.83,951.8715,86,997,527.4737,351.4921,1028.35,5622.1,5597.65,3960.32,1779.85,1134,89.6769,55.9072,56.3026,53.6243,93.6462,70.1964,53.5128,53.5371,62.2,52.6236,68.3333,52.73,87.5128,62.4615,48.9949,45.4026,99.159,71.9001,69.1897,64.0419,107.2051,60.8783,86.0256,65.4087,612000,0.684,0.0032,0.0185,5.86,40400000,0.0056,1300,935000,3140000,0.0036,1,1,1,1
94,94,37.11269837,36.93455279,10.94004192,12.070006,10.25938833,1.176483979,1.166023616,0.526798298,1,0.602564103,0.86590855,0.579629455,0.165075417,0.004800125,30,2802,816.8571,792.3781,1,800,253.0526,200.8983,563.8045,4711.08,2139.97,4705.9,4704.98,2138.49,86.5769,66.4682,77.2949,64.555,80.391,71.1475,86.7628,58.1227,108.3718,66.5005,84.1154,50.2777,57.8846,61.7227,54.141,60.7175,76.8077,70.1034,88.25,55.6048,86.9615,64.3038,98.6282,59.7726,505000,0.536,0.0041,0.0194,5.6,-62800000,0.0027,642,530000,1620000,0.0073,1,1,1,1
119,122,41.69848481,41.0510857,12.30916349,13.79429003,11.29443361,1.221335262,1.162742972,0.57411311,0.975409836,0.653846154,0.887375697,0.697866387,0.165535715,0.015525723,102,1035,549.9076,300.5077,105,438,197.8095,71.5985,352.098,1500.48,1801.13,353484.5,352286.15,62.9526,83.9725,55.2079,67.533,51.9749,96.7802,71.7764,45.1154,58.7364,46.4615,51.8848,53.2857,55.775,61.7747,48.5099,51.4176,49.3771,101.1648,72.1122,73.0385,63.7195,91.8077,50.1268,81.7088,64.4738,60200,0.691,0.0034,0.0377,5.78,2110000,0.0161,367,93900,317000,0.0043,3,4,3,3
116,121,42.28427125,40.6983451,12.15301556,12.64863976,12.08150506,1.046942388,1.226562964,0.296082416,0.958677686,0.637362637,0.880064197,0.625905792,0.163407428,0.03750629,17,512,243.0345,108.3566,19,359,138.8485,85.8882,104.186,4075.39,1502.97,4075.06,4075.06,1502.92,75.4615,51.5703,80.3077,63.6821,110.1209,70.5753,69.4725,55.4433,72.6429,59.0154,61.4505,56.7129,83.4396,63.0675,66.7473,64.4882,113.0824,73.7173,78.2967,60.7509,115.3407,59.2083,67.0604,52.6677,14100,0.446,0.0034,0.0361,5.78,530000,0.0089,201,12600,36500,0.0054,2,4,4,3
98,103,38.38477631,36.92691844,11.17038385,12.06966951,10.64383791,1.13395841,1.196415659,0.471499071,0.951456311,0.742424242,0.903129036,0.872425959,0.163457615,0.037980106,80,869,437.1633,238.9994,66,378,186.2647,88.1501,250.8986,1293.18,1246.64,228155.09,241006.8,67.7727,82.7879,56.3118,61.0682,59.2011,101.0833,67.1075,84.1364,55.1313,89.7197,58.5477,81.5758,61.2602,77.5152,58.9385,69.2121,60.2724,105.0152,65.8287,101.7273,62.4627,87.553,48.4493,83.8333,57.7891,45400,0.625,0.005,0.0332,5.42,-1360000,0.0137,345,58400,189000,0.0079,3,3,2,2
162,167,48.28427125,46.82641337,14.36192209,14.83247207,14.05385913,1.055402074,1.145213565,0.319737418,0.97005988,0.72,0.928417011,0.587641072,0.160048811,0.030193225,-938,141,-242.4437,306.8751,-974,-407,-808.0317,130.5942,565.588,10502.66,20288.96,9866.71,13146.08,3580.18,60.0756,58.8294,58.6711,62.8019,63.9778,66.4609,67.2756,61.8867,56.2444,57.0199,69.1778,61.1308,70.48,70.0141,41.68,56.1946,58.4533,70.3434,91.0667,77.3376,50.5911,59.0641,72.1422,69.7383,86100,0.665,0.0027,0.0348,6.01,11000000,0.0104,640,128000,428000,0.0043,5,2,3,3
292,319,72.42640687,67.20121629,19.28175166,22.12949305,17.77750932,1.244802782,1.429555974,0.595520505,0.915360502,0.634782609,0.812528211,3.67138724,0.171893757,0.072144827,74,1121,603.1541,310.9571,53,674,171.3393,98.1676,431.8148,3032.86,3453.98,420473.52,379084.43,109.7527,50.0978,43.6464,33.9457,38.0103,91.1065,72.7781,34.4304,45.1584,37.7261,47.3624,36.0239,41.5031,62.7022,47.069,43.613,48.7705,91.2522,72.78,72.0174,60.3132,73.7304,52.2352,62.4174,62.7987,54100,0.758,0.0013,0.0376,6.78,2490000,0.0138,426,111000,389000,0.0026,5,5,5,2
239,249,61.59797975,59.67728113,17.44431859,20.28129716,15.70831208,1.291118807,1.263354328,0.632546897,0.959839357,0.639037433,0.843314772,4.443281103,0.171395245,0.031181195,-907,1227,334.2437,680.3186,-1053,-54,-804.1407,196.8593,1138.38,10403.6,11398.03,14369.24,11907.28,4342.2,51.3075,51.1202,47.4225,52.8779,74.4412,80.2497,46.516,47.9013,48.877,53.1547,57.5588,47.9682,42.623,49.345,38.3636,45.8172,73.1337,78.3448,59.7487,54.1404,60.1952,62.4563,66.6123,56.3611,250000,0.798,0.0016,0.0267,6.57,-1640000,0.0108,1070,612000,2200000,0.003,3,1,1,1
111,115,40.627417,39.50314587,11.88821221,13.54573805,10.64027824,1.27306239,1.183329198,0.618852192,0.965217391,0.720779221,0.893859948,1.069485235,0.16556074,0.02767272,191,1011,621.0991,299.741,184,783,319.0698,152.1316,302.0293,5917.42,2807.59,5914.23,5913.99,2806.93,53.039,45.5283,51.4351,51.5087,110.5844,68.192,71.3442,53.6205,62.1558,57.462,78.1364,54.5151,82.2338,58.6009,58.1623,57.7395,108.3831,69.4255,88.7403,67.1786,61.9805,59.5362,72.1688,59.003,57600,0.689,0.0041,0.0368,5.59,5000000,0.0137,398,89200,301000,0.0054,2,3,4,2
219,222,54.87005769,53.97072268,16.69848677,17.60000593,15.93611141,1.104410322,1.093998823,0.42443039,0.986486486,0.805147059,0.944794839,0.478627197,0.160117919,0.016390269,108,1071,793.6484,332.3845,100,782,254.5472,166.907,539.1012,6840.21,5181.97,743995.39,752296.56,95.5257,30.0404,35.6843,21.75,36.4679,138.7831,77.6159,32.5515,52.5531,39.4301,47.0065,34.3493,53.8198,32.5735,38.8417,20.5294,36.0175,139.2904,78.762,68.4375,53.968,65.9044,52.3568,60.2794,62.8108,68000,0.745,0.0024,0.0825,6.15,2820000,0.0427,642,128000,447000,0.0065,4,3,5,2
357,371,73.59797975,70.24657236,21.32009656,24.1779641,18.98850998,1.273294436,1.207407047,0.61903385,0.962264151,0.74375,0.9091338,2.680190767,0.164998388,0.045536676,8,1349,867.5731,390.3872,6,934,194.1148,146.0567,673.4583,3470.72,1670.2,3465.49,3465.15,1668.42,44.9312,52.6885,44.7188,51.2732,141.4854,90.3197,64.3979,58.4018,46.55,44.8901,52.7188,45.9744,51.7104,47.992,49.7229,54.9964,139.7021,89.5885,58.2646,46.989,64.9229,50.4806,55.5917,50.203,128000,0.684,0.0012,0.0411,6.82,23400000,0.017,732,203000,684000,0.0025,3,2,4,5
90,93,36.38477631,35.59840365,10.7047447,12.39133566,9.538355864,1.299106035,1.170542118,0.638333281,0.967741935,0.75,0.892465275,1.711786651,0.167957476,0.021612684,118,1180,554.1222,295.5695,87,417,168.9667,71.8377,385.1556,4684.5,1643.92,4681.56,4681.41,1643.49,98.7833,58.4289,70.825,59.0945,112.4167,66.8091,96.3333,59.6217,93.4167,55.6401,120.3,53.8959,77.5,48.0303,41.575,50.763,107.8333,66.9966,82.3583,56.0453,106.1417,53.7452,93.2,62.2526,88600,0.575,0.0055,0.0232,5.31,5860000,0.0053,425,99700,313000,0.0068,1,1,1,1
139,142,44.04163056,43.41773328,13.30339418,14.15278662,12.70795227,1.113695293,1.110457943,0.440175685,0.978873239,0.763736264,0.926595894,0.498788641,0.161477857,0.01416608,202,1106,712.518,258.1526,267,872,437.2791,140.4426,275.2389,4283.81,1916.58,4277.87,4278.09,1915.6,47.1538,41.973,48.8901,48.5615,133.7033,68.1446,64.6868,63.0378,64.6099,60.0989,67.9176,60.4924,81.1319,48.7397,67.1044,55.9383,139.9725,72.4786,68.7418,43.334,89.1813,59.6157,88.6429,68.4104,61800,0.551,0.0034,0.0263,5.78,2390000,0.0079,475,67000,208000,0.0053,2,2,4,4
167,171,49.45584412,47.96618434,14.58187244,16.17548447,13.33803412,1.212733774,1.165490942,0.565740581,0.976608187,0.745535714,0.912128427,1.000033697,0.163504036,0.030121006,267,926,621.2216,212.3134,236,970,442.4737,205.2032,178.7479,3301.59,1772.05,3302.16,3303.24,1771.51,52.3973,45.1139,47.3259,50.2049,128.2634,70.4271,58.5982,52.601,52.3214,52.9157,51.9107,53.0171,67.1964,48.2535,48.1295,50.1994,122.1652,69.5031,74.625,52.1334,68.4196,48.3589,85.2455,65.5323,27900,0.721,0.0027,0.0345,6.01,2710000,0.0132,362,48200,166000,0.0041,2,3,2,5
72,73,32.38477631,31.85033956,9.57461473,11.81694235,7.895067807,1.496749951,1.159149475,0.744058682,0.98630137,0.72,0.891896022,0.756866013,0.173008295,0.016502716,1,2624,1134.13,867.3293,86,764,361.1429,160.9388,772.9821,4010.73,1351.78,3999.65,3999.44,1350.61,93.12,65.0641,67.13,57.3403,101.12,72.9053,95.7,52.3198,109.02,57.4358,100.43,52.1351,70.87,54.4487,59.65,52.6111,99.85,72.0228,60.02,67.207,85.95,56.294,60.98,65.2168,577000,0.624,0.0066,0.0136,5.11,52500000,0.0033,1020,706000,2290000,0.0066,1,1,1,2
167,175,50.38477631,48.54579459,14.58187244,16.38043979,13.2559155,1.235707922,1.209685109,0.587460663,0.954285714,0.802884615,0.890477821,1.434759738,0.165183921,0.036498757,52,1255,778.5808,379.306,43,787,291.6585,192.5098,486.9223,5750.25,5743.12,3397.35,3398.66,2058.26,77.9327,50.2743,57.4904,58.88,127.9567,71.1512,85.3702,46.7007,73.2885,56.3714,67.9856,49.8345,67.1875,58.7447,67.625,59.1206,130.9375,74.6292,78.8462,60.6341,72.2644,55.8137,66.2067,56.1865,122000,0.592,0.003,0.0277,5.93,3480000,0.0099,704,148000,473000,0.0052,4,2,4,4
803,878,120.8111832,109.348836,31.97516778,36.36812793,29.63379419,1.227251823,1.446401508,0.579701819,0.914578588,0.640350877,0.843911841,2.321323441,0.171087782,0.094878197,83,1411,956.396,301.326,6,1061,353.1822,237.0889,603.2138,6057.97,6050.52,3038.99,3780.45,1868.78,36.4171,34.3534,25.7608,36.8082,125.3118,94.1795,35.0064,42.1025,37.0622,42.1701,36.0933,38.1006,38.7169,39.5299,29.6595,39.1774,125.3501,94.0552,48.2392,50.9378,67.4258,47.1148,47.6435,54.1169,42800,0.864,0.0004,0.0349,7.84,2100000,0.0123,770,158000,589000,0.001,4,3,4,2
76,81,36.87005769,34.3754811,9.836981519,12.10233369,8.546964463,1.415980345,1.423390877,0.707987971,0.938271605,0.584615385,0.808213102,1.728253712,0.178330934,0.067658603,184,1340,676.6579,310.1875,175,657,351.2593,117.7146,325.3986,4374.33,4376.3,2432.87,3209.13,2063.83,95.5,69.7872,98.7231,67.4883,104.3769,68.9272,113.9077,60.2625,93.3077,62.8915,96.9308,57.6612,80.0462,58.0841,77.3538,59.4425,104.0077,68.6683,72.1,54.196,104.5538,63.0087,77.7462,52.7948,97300,0.491,0.005,0.021,5.41,15600000,0.0073,412,93500,277000,0.005,2,2,2,3
319,337,70.76955262,67.38504217,20.15349634,22.75857147,18.35221596,1.240099371,1.249373682,0.591388215,0.946587537,0.69047619,0.882822795,1.292351262,0.166945482,0.047824387,10,1453,907.2257,389.1628,10,1348,587.2806,439.0461,319.9451,39365.11,24875.86,1019546.03,762111.17,853.8527,45.158,48.2602,41.2273,48.1685,129.6255,88.5461,60.3268,45.7136,55.119,48.6292,65.4004,58.1821,44.7532,41.7683,35.0368,42.4623,128.5887,89.0022,48.8571,51.4284,51.4351,45.55,44.4221,49.3496,90900,0.752,0.0013,0.0413,6.79,22900000,0.0169,838,177000,622000,0.0024,5,4,5,3
