Area,ConvexArea,Perimeter,ConvexPerimeter,EquivDiameter,MajorAxisLength,MinorAxisLength,SuperscribedDiameter,Elongation,Compactness,Eccentricity,Solidity,Extent,Circularity,RadialDistanceSD,SecondMoment,Roughness,MinIntensity,MaxIntensity,MeanIntensity,SDIntensity,MinIntensityBG,MaxIntensityBG,MeanIntensityBG,SDIntensityBG,IntensityDifference,markov1,markov2,markov3,markov4,markov5,gabormean_0_0,gaborSD_0_0,gabormean_0_1,gaborSD_0_1,gabormean_0_2,gaborSD_0_2,gabormean_1_0,gaborSD_1_0,gabormean_1_1,gaborSD_1_1,gabormean_1_2,gaborSD_1_2,gabormean_2_0,gaborSD_2_0,gabormean_2_1,gaborSD_2_1,gabormean_2_2,gaborSD_2_2,gabormean_3_0,gaborSD_3_0,gabormean_3_1,gaborSD_3_1,gabormean_3_2,gaborSD_3_2,Contrast,Correlation,Energy,Homogeneity,Entropy,x_3rdordermoment,Inversevariance,Sumaverage,Variance,Clustertendency,MaxProbability,Malignancy_1,Malignancy_2,Malignancy_3,Malignancy_4
915,1017,139.9827561,125.1604721,34.1323041,43.93943961,29.64575951,48.91829923,1.482149229,1.704190428,0.738095827,0.899705015,0.668859649,0.734000867,3.803678558,0.19172669,0.105886499,1,1579,846.0388,402.5404,2,1577,263.7273,252.4417,582.3115,17185.94,38774.28,783387.65,671539.44,2941.68,49.3955,46.3805,57.5183,54.5684,114.4554,91.3368,47.4444,48.2812,39.7493,38.9071,34.4262,39.4694,49.2186,46.2531,38.5636,43.3905,114.2851,90.8563,59.0899,47.9205,60.0468,45.829,40.8428,37.8227,104000,0.75,0.0004,0.0316,7.91,-2110000,0.0091,672,209000,731000,0.0039,0,5,5,4
38,38,22.72792206,22.72792206,6.955796338,7.992256208,6.164722522,8.246211251,1.296450275,1.081747754,0.636426988,1,0.791666667,0.924429929,1.264304445,0.163179764,3.33E-16,187,847,474.1842,212.404,184,536,313.5,121.0888,160.6842,3868.54,1723.06,3868.72,3868.98,1722.99,97.3333,65.2854,102,66.1134,105.375,55.349,81.75,65.5421,72.9792,71.6556,89.4167,62.7134,91.375,62.0976,98.0625,65.9253,107.7083,58.4017,125.1042,62.8014,69.9583,52.2058,105.2083,57.0845,51100,0.489,0.016,0.0247,4.22,10400000,0.0039,287,41100,123000,0.0177,2,2,2,0
82,88,36.97056275,35.72423179,10.21790794,13.82579396,7.723631312,14.31782106,1.790063948,1.326442432,0.829410741,0.931818182,0.700854701,0.807417056,2.180438266,0.189131397,0.033711442,114,633,370.7805,148.8728,154,481,284.9429,78.2774,85.8376,2006.67,3090.72,146196.63,132902.72,264.8434,103.735,54.7022,72.7094,54.9782,115.1282,65.2395,83.3248,56.4147,92,63.694,90.2991,65.6341,75.0513,56.4347,90.4786,62.6349,116.8803,67.2572,97.3248,60.6908,100.2735,56.348,103.3504,58.4585,16100,0.607,0.0057,0.035,5.27,420000,0.0089,250,19700,63100,0.0076,2,3,0,2
129,147,53.69848481,48.33086181,12.81592374,17.80053063,10.30523638,20.02498439,1.727328706,1.77878922,0.815378237,0.87755102,0.586363636,0.693985658,3.907916264,0.203677384,0.099958556,212,990,597.7132,237.764,94,827,324.4066,150.4413,273.3066,5517.89,1929.17,5519.16,5519.23,1928.93,75.9227,53.1906,69.7636,58.4594,100.0227,70.6365,78.6955,58.6746,75.0364,53.5389,68.5227,57.017,67.3773,52.3441,67.9,59.0024,104.3182,70.0725,97.3091,59.1165,76.4864,54.1475,81.1136,51.9802,48800,0.609,0.0028,0.0238,5.99,3930000,0.0071,425,61700,198000,0.0034,4,2,0,4
32,32,20.72792206,20.72792206,6.383076486,7.005970289,5.953353842,7.280109889,1.176810664,1.068443821,0.527178829,1,0.761904762,0.935940646,0.526602168,0.159881592,2.22E-16,154,535,303.8438,109.1472,141,354,216.2,60.0792,87.6437,6075.23,2292.06,6075.06,6075.04,2292.01,132.5,72.716,104.3333,66.1973,100.1667,53.473,83.3095,73.5469,71.5952,66.9838,87.3095,68.136,119.9524,67.1017,118.0476,64.1769,87.2381,51.6927,77.7857,58.1057,100,66.2203,79.3571,32.3825,15900,0.365,0.0186,0.0336,4.06,311000,0.0107,157,11400,31000,0.0186,2,0,3,2
236,251,60.627417,57.78351955,17.33448968,18.46615874,16.76260118,19.84943324,1.101628473,1.23941362,0.419517923,0.940239044,0.77124183,0.888206374,1.090728207,0.164014076,0.046907779,20,1088,552.5975,328.8814,121,852,289.5714,183.5515,263.026,6064.52,2480.65,6061.51,6062.16,2479.89,63.6471,46.6182,40.5523,52.8102,107.2876,65.5467,28.7124,52.0724,39,44.8789,28.719,51.4688,53.9967,43.7806,29.3268,34.4368,116.8595,65.9117,67.8235,54.9424,82.0784,50.4065,55.9216,63.0982,85900,0.604,0.002,0.0305,6.35,-867000,0.0097,498,106000,339000,0.0035,0,5,5,4
90,93,37.21320344,35.88378694,10.7047447,12.77916308,9.21081776,13.15294644,1.38740809,1.224451932,0.693175894,0.967741935,0.692307692,0.878326194,1.641661766,0.170471879,0.035724323,58,1239,581.5889,299.0298,36,662,280.2895,134.8649,301.2994,4945.82,4946.02,4144.64,2330.89,1720.32,78.3846,55.9332,73.6538,60.1807,107.2769,68.0036,76.6615,52.9116,63.4077,52.5503,85.4923,59.5856,100.3462,57.1544,107.1154,65.0609,112.4,68.9221,100.5077,60.4992,95.9385,56.2045,90.3231,63.0547,86400,0.565,0.005,0.0214,5.4,5240000,0.0083,524,94700,295000,0.0065,3,0,3,3
180,187,51.9411255,50.37260756,15.13879513,15.82326605,14.75577492,18.24828759,1.072343955,1.192725056,0.361075429,0.962566845,0.666666667,0.891442844,1.810038449,0.161611797,0.030197997,67,1160,542.1833,294.7782,48,375,161.1333,72.0024,381.05,5480.86,5478.65,5068.18,5290.84,1792.39,82.2667,57.1402,46.4926,44.2426,95.9593,73.6345,52.8519,47.6789,69.963,45.2042,62.4481,50.3271,78.4296,55.0259,40.6111,45.9366,91.7037,70.7862,63.637,57.214,82.7444,54.5633,67.5333,59.3259,51000,0.741,0.0022,0.0272,6.22,-1290000,0.0073,406,96100,334000,0.0036,4,3,3,0
107,112,39.79898987,38.90826195,11.67204486,13.22450704,10.68408128,13.60147051,1.237776716,1.178014015,0.589319388,0.955357143,0.748251748,0.888198386,0.947704867,0.167272496,0.022380667,80,881,474.7009,226.5021,31,681,321.5278,143.3092,153.1732,4987.67,4986.49,3323.46,2774.62,2130.85,94.4685,55.7571,74.1469,57.8781,113.5664,65.8028,63.965,49.4558,61.9301,60.3976,83.3147,44.7823,71.2238,48.6515,55.8252,50.7498,108.5245,64.3985,105.1399,61.1004,74.8112,55.5976,129.1538,60.195,43300,0.569,0.0045,0.0236,5.51,339000,0.0065,430,48200,151000,0.0061,0,3,3,3
79,79,32.38477631,32.38477631,10.02925341,10.42190676,9.752204122,10.77032961,1.068671926,1.056440028,0.352688277,1,0.79,0.946575266,0.224097882,0.159062468,6.66E-16,170,1091,539.5316,272.0957,188,448,264.5238,68.4826,275.0078,5598.03,2530.52,5598.34,5598.69,2530.33,62.71,48.8517,59.71,62.2589,107.78,65.5238,76.25,61.5917,81.56,47.1994,99.83,53.2038,75.43,48.6601,57.37,58.0449,105.95,65.6879,110.71,71.4329,114.06,56.9467,128.58,67.2084,67000,0.586,0.0067,0.0268,5.1,3110000,0.0084,355,75500,239000,0.0091,3,0,3,3
423,482,88.91168825,83.28613531,23.20733348,27.08144761,22.50786834,30.08321791,1.20319913,1.487193511,0.556096663,0.877593361,0.581043956,0.766310561,2.227225209,0.18282244,0.063271242,104,612,324.974,105.1331,50,1110,275.7049,201.7362,49.2691,5916.39,2277.47,5915.33,5915.3,2277.25,53.6085,46.4249,64.8874,58.4162,102.7706,80.0592,48.853,44.0539,62.1044,49.1909,57.592,45.2745,58.0357,46.9062,63.1951,54.5823,100.0275,79.1256,87.8118,58.9739,65.2376,52.2374,83.3571,54.407,16300,0.609,0.0008,0.0424,7.26,-125000,0.0174,253,20400,65600,0.0017,4,3,0,3
90,93,36.14213562,34.97718217,10.7047447,11.1512689,10.4404161,11.66190379,1.068086635,1.154982088,0.351324809,0.967741935,0.818181818,0.924448529,0.66331438,0.160198903,0.032232557,78,1136,657.6889,352.6265,140,881,361.7,246.0867,295.9889,4133.35,10721.64,529858.43,539638.71,493.1234,48,50.1188,49.4364,51.5189,115.7545,67.4896,90.9545,64.1328,74.9455,52.9914,80.4364,56.9327,63.6182,58.9719,63.7455,55.7569,113.4182,67.1329,74.0636,61.5772,104.6818,48.7288,75.2273,60.0226,91800,0.672,0.006,0.026,5.22,19300000,0.0074,570,121000,405000,0.0067,4,3,4,0
129,147,53.69848481,48.33086181,12.81592374,17.80053063,10.30523638,20.02498439,1.727328706,1.77878922,0.815378237,0.87755102,0.586363636,0.693985658,3.907916264,0.203677384,0.099958556,212,990,597.7132,237.764,94,827,324.4066,150.4413,273.3066,5517.89,1929.17,5519.16,5519.23,1928.93,75.9227,53.1906,69.7636,58.4594,100.0227,70.6365,78.6955,58.6746,75.0364,53.5389,68.5227,57.017,67.3773,52.3441,67.9,59.0024,104.3182,70.0725,97.3091,59.1165,76.4864,54.1475,81.1136,51.9802,48800,0.609,0.0028,0.0238,5.99,3930000,0.0071,425,61700,198000,0.0034,4,2,0,4
367,454,105.0538239,87.63696294,21.6166351,37.95114215,14.69097313,35.51056181,2.583296682,2.393028118,0.922036786,0.808370044,0.42183908,0.600483794,4.39951402,0.28158161,0.165789881,91,1127,633.5804,288.7107,38,787,163.3777,125.9979,470.2026,4099.94,1927.17,4101.32,4101.86,1925.81,27.1218,36.4018,20.6931,34.5154,68.7241,73.5634,28.3552,41.7655,38.5897,48.1823,27.9276,40.9661,36.069,40.3666,36.7069,45.2545,65.5,71.601,57.7862,58.121,57.723,49.2361,54.9897,61.4128,40100,0.807,0.0007,0.0576,7.43,1750000,0.0269,338,103000,371000,0.0018,3,5,4,0
92,94,36.627417,35.69195881,10.82303276,11.86765624,10.09113834,12.36931688,1.176047324,1.160419169,0.526288747,0.978723404,0.696969697,0.907521505,0.560110308,0.163047331,0.025539835,186,2011,890.4239,518.7423,85,937,292.3,205.095,598.1239,5545.74,2313.41,5541.15,5541.03,2312.82,71.6061,58.2339,43.0076,41.6073,103.2576,71.0368,51.3333,49.8677,63.1742,48.8929,53.3409,51.4855,99.8636,62.5167,93.4394,53.9218,104.5152,70.1067,80.8258,52.6142,91.6288,60.6661,72.7121,53.5599,215000,0.654,0.0049,0.0196,5.43,106000000,0.0069,687,288000,950000,0.0064,1,0,2,1
71,75,32.14213562,31.34009276,9.507891863,10.38871707,8.933958486,10.81665383,1.162834715,1.157927173,0.510348893,0.946666667,0.788888889,0.908380197,0.892411367,0.162917597,0.024953005,18,1124,563.4085,358.7406,47,600,274.8421,133.952,288.5663,4901,1921.26,4902.91,4901.88,1920.8,69.0333,51.3508,59.8778,58.3453,113.3889,68.8899,126.2444,54.3576,113.0444,56.6559,125.1778,60.5665,70.7222,66.5515,77.4556,66.7466,110.2667,70.1523,98.4778,62.1114,109.7667,72.9611,111.9444,61.0254,113000,0.575,0.0076,0.0233,4.98,1020000,0.007,521,122000,385000,0.0106,0,2,2,2
90,93,37.21320344,35.88378694,10.7047447,12.77916308,9.21081776,13.15294644,1.38740809,1.224451932,0.693175894,0.967741935,0.692307692,0.878326194,1.641661766,0.170471879,0.035724323,58,1239,581.5889,299.0298,36,662,280.2895,134.8649,301.2994,4945.82,4946.02,4144.64,2330.89,1720.32,78.3846,55.9332,73.6538,60.1807,107.2769,68.0036,76.6615,52.9116,63.4077,52.5503,85.4923,59.5856,100.3462,57.1544,107.1154,65.0609,112.4,68.9221,100.5077,60.4992,95.9385,56.2045,90.3231,63.0547,86400,0.565,0.005,0.0214,5.4,5240000,0.0083,524,94700,295000,0.0065,3,0,3,3
413,458,88.81118318,78.80588244,22.9313744,27.83828379,19.5802048,29.15475947,1.421756518,1.519761353,0.710838451,0.901746725,0.67816092,0.835685069,3.498129344,0.174892221,0.112658118,12,1139,388.5591,252.1267,2,550,153.6845,97.8323,234.8746,5197.75,5197.59,2984.68,3239.48,1848.61,71.2447,50.7862,70.3218,63.9534,78.1872,65.5068,97.711,58.4532,77.1691,51.1471,80.0821,46.9917,47.8637,42.1828,49.8801,47.0439,76.8079,64.088,72.7701,50.6899,56.092,45.8131,92.7028,52.6725,41300,0.668,0.001,0.027,7.08,1530000,0.0076,324,61800,206000,0.002,5,0,3,4
75,80,34.97056275,34.09378022,9.772050238,13.02905113,7.626404714,13.03840481,1.708413285,1.297579915,0.810789053,0.9375,0.681818182,0.810813205,1.448003407,0.18770963,0.025072017,44,1195,624.7333,375.2833,144,791,402.4571,175.8292,222.2762,9330.02,5512.11,495381.72,479496.48,560.3801,75.5091,58.6422,55.7364,60.5784,109.8818,69.7909,59.3818,45.197,88.8818,66.2062,69.0636,54.3833,68.5182,50.4371,43.3182,48.5577,110.2455,71.183,87.3091,69.4299,99.1364,66.0301,76.6273,62.6907,90100,0.659,0.006,0.0202,5.22,1240000,0.0078,550,118000,390000,0.0073,0,3,3,2
91,98,38.14213562,36.78974137,10.76405122,13.48738842,8.956744291,13.34166406,1.505836047,1.272209856,0.74765893,0.928571429,0.777777778,0.844885364,2.418941955,0.178204841,0.0354567,26,475,217.3407,112.6931,19,368,169.4231,78.9846,47.9176,4354.05,4353.9,3386.35,1347.1,1043.29,98.359,62.5171,107.7778,61.9076,119.1538,64.8989,132.6752,59.7075,96.1026,51.9055,108.265,68.7955,92.6752,61.9872,117.0513,70.0917,103.8462,61.6583,114.812,56.646,110.0342,55.3641,97.9402,58.062,16000,0.37,0.0056,0.0338,5.28,395000,0.0126,194,12200,33500,0.0076,3,3,3,0
56,57,28.97056275,28.36233568,8.444016491,10.20299574,7.173806782,10.44030651,1.422256837,1.192658127,0.711083187,0.98245614,0.7,0.874810336,1.352454002,0.170645044,0.020994659,45,657,270.1964,149.4891,55,445,217.75,96.8074,52.4464,5076.28,1409.31,5075.98,5075.92,1409.29,52.875,55.9377,61.45,64.6601,120.625,64.1555,70.7,58.5334,77.2375,60.962,87.85,62.6475,87.9625,62.0935,86.6375,80.0753,113.6,68.4023,91.0125,59.399,107.675,45.6497,103.5375,58.6884,18300,0.572,0.0087,0.035,4.84,1970000,0.0152,215,18100,56600,0.0101,3,0,2,3
351,372,73.35533906,71.14409266,21.14017692,22.42061341,20.6515411,24.16609195,1.085662968,1.219962488,0.389335137,0.943548387,0.725206612,0.871443612,1.191216276,0.164975675,0.030144314,-726,75,-172.943,227.7466,-849,69,-558.9394,273.1173,385.9964,12786.12,7194.33,19157.21,18856.88,3318.22,53.0558,62.8073,36.312,54.1967,45.9628,67.4115,43.3533,54.6956,36.5186,48.9489,39.3864,45.6696,37.7934,48.1675,21.3926,40.6699,47.3079,68.6618,49.4215,56.192,44.8781,55.4084,42.7459,50.3579,22500,0.875,0.0012,0.0539,6.83,1210000,0.0268,602,81300,305000,0.0028,0,3,3,4
239,342,100.3259018,77.36488907,17.44431859,30.40222601,12.86505775,33.12099032,2.363162809,3.351339146,0.906054178,0.698830409,0.392446634,0.50178763,3.839103689,0.284293512,0.228864255,-820,53,-476.3933,225.8157,-858,66,-675.9919,247.6039,199.5986,20025.48,23379.93,14597.44,9142.97,2843.13,7.3235,33.4576,7.3235,33.4576,7.3235,33.4576,7.133,33.691,7.133,33.691,7.133,33.691,7.5649,34.8403,7.5649,34.8403,7.5649,34.8403,7.8309,34.4534,7.8309,34.4534,7.8309,34.4534,21500,0.838,0.001,0.0533,7.07,-2120000,0.0229,263,64000,235000,0.0025,4,4,3,0
1378,1440,149.7401154,139.5263716,41.88703967,46.68425101,38.23722382,48.33218389,1.220911101,1.294843393,0.573707219,0.956944444,0.809635723,0.889501081,7.34536109,0.165041632,0.068209803,120,1169,997.8904,231.2987,93,1110,546.6883,353.4278,451.2021,3223.4,1335.67,3216.6,3216.02,1333.83,21.3508,29.1717,13.7109,26.3804,180.3907,89.5266,26.2967,33.5872,42.5411,30.2353,24.9083,32.8831,19.7509,29.2496,15.2703,32.6691,179.9706,89.385,34.5881,39.4916,43.7673,33.0368,33.8173,42.0954,18300,0.905,0.0005,0.105,7.84,1060000,0.0517,836,90700,345000,0.002,0,3,5,5
1325,1371,140.2253967,135.042942,41.07362167,45.90045147,37.36683445,48.38388161,1.228374096,1.180939401,0.580746795,0.966447848,0.778495887,0.913023511,4.577387104,0.165116278,0.036958033,34,1258,886.9894,325.864,58,872,210,176.9758,676.9894,6338.31,8309.94,987737.77,982734.08,68.0068,33.0482,36.9903,21.0975,29.518,159.48,97.162,20.6234,29.1268,32.2103,30.6933,20.2427,26.5762,46.527,39.8711,27.738,32.5128,158.1575,96.0132,31.9659,32.5675,69.7873,42.2053,32.658,40.5854,45600,0.856,0.0004,0.0853,8,3050000,0.0417,736,160000,593000,0.0017,0,5,5,3
59,59,28.38477631,28.38477631,8.667244841,9.181274322,8.397086286,9.486832981,1.093388112,1.086698522,0.404386201,1,0.728395062,0.920218423,0.446206247,0.161165455,7.77E-16,255,1105,652.8644,303.6013,249,1000,454.7273,242.7009,198.1371,3215.24,3215.58,2627.07,2213.63,1960.68,60.8519,55.7472,54.0617,59.2896,114.2099,67.7061,83.5432,63.5783,73.6667,59.0436,83.1235,58.0085,64.5556,51.6498,57.5309,64.1991,117.4321,66.8967,146.963,70.8785,111.9259,68.9427,106.8148,57.152,65400,0.701,0.0085,0.0252,4.86,14800000,0.0064,367,86700,295000,0.0095,0,3,3,3
53,55,29.21320344,28.56580433,8.214724333,10.03163973,7.123443284,11.18033989,1.40825712,1.281364337,0.704103259,0.963636364,0.602272727,0.816192913,1.703640336,0.175366242,0.022161182,200,2085,810.2453,570.5836,180,755,333.6571,157.8693,476.5881,5686.58,5683.08,3944.77,2012.21,1496.29,104.375,71.5001,87.7386,71.8174,106.3409,71.5601,70.5114,60.1874,75.8636,65.4607,83.5,58.8431,79.8977,67.3464,57.3523,65.0678,104.7045,70.2454,89.3977,66.5279,104.7045,58.8153,103.4545,73.3768,295000,0.515,0.0078,0.0285,4.95,93300000,0.011,493,287000,868000,0.01,0,1,1,1
66,66,30.14213562,29.96399004,9.166995688,10.30702649,8.290540719,10.44030651,1.243227292,1.095454237,0.59414474,1,0.825,0.923750128,1.101106632,0.163164009,0.005910185,170,506,333.1061,90.9067,139,466,271.0714,105.7046,62.0346,1735.17,2178.91,105011.29,109927.97,258.1694,84.175,67.0399,60.775,60.0595,103.3625,56.2572,93.3375,65.7153,66.1875,67.4342,90.0875,63.6152,71.675,57.6995,78.55,56.1609,108.2,57.0339,82.45,51.1127,80.75,58.9972,114.2625,61.4948,9640,0.481,0.0088,0.0465,4.83,862000,0.0203,199,8420,25000,0.0129,4,3,3,0
100,114,42.04163056,38.69853152,11.28379167,12.57885424,10.80010614,13.03840481,1.16469728,1.406530775,0.512659179,0.877192982,0.694444444,0.839113858,0.808926854,0.170127,0.079518777,3,788,331.4592,172.5329,1,385,119.6905,79.4231,211.7687,4309.24,1579.56,4309.55,4309.52,1579.42,104.7986,55.5847,80.8958,55.2825,108.7569,66.7048,111.9583,56.8469,94.9097,59.3128,118.0764,61.5125,66.8194,59.0285,75.2639,59.503,108.2639,71.0896,101.0139,63.7397,105.8681,62.9868,87.3472,52.8828,37000,0.48,0.0044,0.03,5.52,-922000,0.0126,283,34300,102000,0.006,0,4,4,3
758,862,144.7523087,110.4432063,31.06630932,35.18158821,29.47206773,39.44616585,1.193726498,2.19974292,0.546110995,0.879350348,0.656277056,0.780910131,3.449161664,0.173456486,0.237019379,1,691,207.5349,104.3149,4,1721,247.3255,345.1562,39.7907,5428.51,5427.3,3584.86,2769.78,1810.9,60.929,48.7081,60.929,57.9044,87.5446,65.2347,66.9654,50.3412,73.258,51.5962,64.6831,47.6601,50.6035,37.9826,53.5247,51.6162,87.8416,65.0392,79.3636,57.28,41.9879,38.485,74.1775,53.6763,23900,0.72,0.0005,0.0358,7.74,-3420000,0.0144,212,40400,138000,0.0012,0,4,3,5
