Area,ConvexArea,Perimeter,ConvexPerimeter,EquivDiameter,MajorAxisLength,MinorAxisLength,SuperscribedDiameter,Elongation,Compactness,Eccentricity,Solidity,Extent,Circularity,RadialDistanceSD,SecondMoment,Roughness,MinIntensity,MaxIntensity,MeanIntensity,SDIntensity,MinIntensityBG,MaxIntensityBG,MeanIntensityBG,SDIntensityBG,IntensityDifference,markov1,markov2,markov3,markov4,markov5,gabormean_0_0,gaborSD_0_0,gabormean_0_1,gaborSD_0_1,gabormean_0_2,gaborSD_0_2,gabormean_1_0,gaborSD_1_0,gabormean_1_1,gaborSD_1_1,gabormean_1_2,gaborSD_1_2,gabormean_2_0,gaborSD_2_0,gabormean_2_1,gaborSD_2_1,gabormean_2_2,gaborSD_2_2,gabormean_3_0,gaborSD_3_0,gabormean_3_1,gaborSD_3_1,gabormean_3_2,gaborSD_3_2,Contrast,Correlation,Energy,Homogeneity,Entropy,x_3rdordermoment,Inversevariance,Sumaverage,Variance,Clustertendency,MaxProbability,Malignancy_1,Malignancy_2,Malignancy_3,Malignancy_4
268,304,73.69848481,67.22907107,18.47236309,24.66197282,15.04837335,24.8394847,1.638846422,1.612770089,0.792258731,0.881578947,0.609090909,0.745127234,2.150391553,0.194029799,0.087782181,63,984,581.9067,234.1865,47,575,192.2907,94.4882,389.616,3918.45,3279.44,398730.05,371813.99,48.7426,41.175,38.8848,32.6364,37.2222,99.2591,79.5358,69.3091,53.0394,90.9023,56.108,62.6432,46.6593,43.0364,47.1399,36.8068,47.3314,102.4523,78.5394,55.3182,47.3756,74.5545,51.2853,55.9977,44.5557,28800,0.804,0.0013,0.0365,6.74,-1380000,0.0139,412,72800,263000,0.0026,0,0,0,2
77,78,33.21320344,32.85691227,9.901487007,11.65725256,8.653656574,11.70469991,1.347089806,1.140042238,0.670022263,0.987179487,0.7,0.896286991,0.918747356,0.168920976,0.010727396,161,766,465.4935,191.4469,108,489,224.2121,105.4617,241.2814,1875.35,1464.27,214592.89,221589.51,65.3341,64.2,49.442,56.3182,52.525,118.2182,66.2555,55.1364,70.3208,61.1545,64.9651,61.3636,63.7093,63.8455,49.7421,71.6455,51.9908,117.3,67.0952,86.3091,63.1655,71.6182,65.6475,128.9909,75.3608,32300,0.642,0.006,0.0282,5.22,2790000,0.0086,315,41300,136000,0.0073,0,3,3,0
752,913,134.2253967,117.3705407,30.94311131,42.67608043,25.70192565,44.82186966,1.660423465,1.906521416,0.798303017,0.823658269,0.549707602,0.685976905,4.186369123,0.206048052,0.125571289,1,1579,936.7654,341.6116,2,1577,316.8616,311.9869,619.9038,16414.35,40632.39,787203.6,673826.56,2955.91,30.0694,37.0514,34.0841,43.1959,105.5395,92.0387,39.7317,42.8529,42.3728,43.951,37.0007,43.6015,31.1681,33.3431,22.2471,29.2134,105.0877,91.5814,53.6367,47.5124,54.2902,44.313,46.617,48.8631,104000,0.747,0.0004,0.0309,7.91,-1020000,0.0087,676,207000,722000,0.0036,5,0,0,0
294,388,91.98275606,74.98954427,19.34767237,24.57604524,17.87966959,27.45906044,1.374524575,2.290106301,0.686081937,0.757731959,0.518518519,0.656985472,3.780294521,0.195790374,0.184743451,5,1569,893.4706,363.2313,6,1328,400.1412,307.7509,493.3294,26268.4,46243.66,587636.15,591319.54,7940.16,76.739,58.9885,57.7407,54.2999,101.0899,84.5365,72.4832,51.2866,69.5573,57.2226,63.6155,51.8591,37.5644,36.1933,28.9171,33.5733,101.9524,83.6542,56.3668,43.7058,79.1429,57.2533,49.7513,41.6415,166000,0.554,0.001,0.0227,7,10200000,0.0057,651,184000,573000,0.005,0,5,0,0
915,1017,139.9827561,125.1604721,34.1323041,43.93943961,29.64575951,48.91829923,1.482149229,1.704190428,0.738095827,0.899705015,0.668859649,0.734000867,3.803678558,0.19172669,0.105886499,1,1579,846.0388,402.5404,2,1577,263.7273,252.4417,582.3115,17185.94,38774.28,783387.65,671539.44,2941.68,49.3955,46.3805,57.5183,54.5684,114.4554,91.3368,47.4444,48.2812,39.7493,38.9071,34.4262,39.4694,49.2186,46.2531,38.5636,43.3905,114.2851,90.8563,59.0899,47.9205,60.0468,45.829,40.8428,37.8227,104000,0.75,0.0004,0.0316,7.91,-2110000,0.0091,672,209000,731000,0.0039,0,5,5,4
75,77,32.38477631,31.95469482,9.772050238,11.09747654,8.711339546,11.40175425,1.273911605,1.112783496,0.619516263,0.974025974,0.757575758,0.923000165,1.232586614,0.16364563,0.01328036,160,607,348.2267,132.373,131,293,203.9583,41.6867,144.2683,1408.18,1623.62,118038.07,125959.95,209.952,84.4949,59.7506,92.2727,62.0745,106.3333,62.7262,92.0202,55.4241,94.6263,60.2262,92.6263,53.0324,117.3737,60.1114,74.2727,59.5563,104.3434,61.0649,117,71.6284,83.1717,58.0144,124.4747,61.5557,19300,0.488,0.0068,0.0404,5.09,1360000,0.0125,206,18200,54100,0.0084,3,3,0,2
72,80,35.21320344,33.228232,9.57461473,12.50438609,7.807575153,12.36931688,1.601571019,1.370467406,0.78111521,0.9,0.666666667,0.819460251,2.036622119,0.186329197,0.05637009,180,958,550.0139,225.8162,152,589,307.7778,111.5837,242.2361,2685.22,3655.78,279302.98,312038.38,192.5721,104.7407,63.4829,79.3611,66.1025,111.1111,67.8859,78.4722,55.6589,68.0093,55.0903,70.5463,53.1199,81.3981,57.3732,87.9907,59.2108,107.0926,63.8871,78.25,62.8929,118.1574,59.4472,86.7685,62.9461,43700,0.6,0.0062,0.0247,5.19,6800000,0.0069,350,50300,161000,0.0071,3,3,3,2
57,61,29.55634919,28.84376685,8.519075892,10.00568956,7.590678605,10.29563014,1.318154816,1.219598433,0.651514444,0.93442623,0.703703704,0.860955623,0.605676981,0.170028025,0.024109281,168,1039,497.9298,327.7637,176,1393,797.625,447.398,299.6952,11509.43,16863.29,423065.45,439572.63,1251.24,129.4815,70.6166,77.5679,57.2992,106.1235,65.3298,62.9259,56.1348,96.3827,70.1248,76.5556,51.9131,89.2222,56.5394,105.9136,82.0223,109.4938,61.5033,120.7778,78.3714,94.7654,54.4783,121.3086,71.6653,83100,0.81,0.0086,0.0471,4.85,24100000,0.0226,440,130000,473000,0.0106,2,0,0,0
44,44,25.55634919,25.3782036,7.484820637,8.685264445,6.908597249,9.055385138,1.257167574,1.181231681,0.606033784,1,0.698412698,0.858500962,0.808738326,0.171158903,0.006970698,138,1039,505.8182,302.476,120,881,248.3158,171.3447,257.5024,11192.48,3528.96,199855.78,203285.33,759.4331,70.2222,81.715,73.0317,70.2459,121.0794,70.5948,86.2698,56.0525,76.3333,48.4671,76.4127,45.2946,59.7778,71.3434,51.2698,66.8325,113.0952,72.2823,93.6825,63.3497,71.6667,65.5493,75.2063,53.4093,62200,0.764,0.0115,0.0366,4.55,8460000,0.0172,315,76700,271000,0.0136,2,0,0,0
89,95,37.45584412,36.69853152,10.64510777,13.21348071,8.992605762,14.14213562,1.469371732,1.254409422,0.73268959,0.936842105,0.635714286,0.830428982,2.597327601,0.177525537,0.02021881,187,1152,560.618,317.7549,179,532,256.8824,59.9409,303.7356,4808.39,3456.52,378436.95,336275.08,366.516,107.35,62.1826,64.2286,62.5697,97.0571,67.9084,46.6071,52.5033,60.4857,55.2907,52.5786,50.719,90.0214,58.5779,76.0071,62.0376,98.3786,69.9445,82.6786,54.0004,118.3214,63.1289,101.0071,59.1461,83900,0.574,0.0046,0.0345,5.48,5910000,0.0072,309,95700,300000,0.0076,4,3,4,2
53,56,28.72792206,28.05519989,8.214724333,8.69560622,8.362475209,9.486832981,1.039836412,1.239146613,0.274140221,0.946428571,0.736111111,0.846172679,1.299566438,0.168488081,0.023417015,174,1047,515.3774,259.36,131,702,294.7368,165.3114,220.6405,4467.84,5942.23,277517.69,250975.62,645.95,88.75,52.086,85.7639,74.3122,121.3472,60.3135,82.3889,68.3944,87.875,61.3822,91.3194,58.1624,79.8611,79.0914,76.1944,59.9088,114.1667,63.2874,103.7639,56.8981,93.375,58.9732,134.3056,55.1614,70100,0.511,0.0098,0.0287,4.72,-3890000,0.013,356,67100,202000,0.0113,0,0,2,2
27,27,19.89949494,19.72134935,5.863230143,6.932282304,5.195595877,7.280109889,1.334261261,1.167106478,0.662028793,1,0.771428571,0.872369303,0.56638488,0.167555759,0.008952267,295,1066,564.3333,262.4293,295,918,527.75,187.6789,36.5833,20454.67,5368.82,221248.7,227968.54,1657.75,82.6857,44.6804,89.6571,65.6219,87.3143,54.3506,96.1143,78.7967,92.2857,69.8181,101.7714,71.9972,98.6,72.5134,84.4571,68.3264,98.0286,50.5897,99.4,64.6939,86.1714,61.7869,87.2286,72.2984,77300,0.488,0.0241,0.0232,3.8,5320000,0.0013,280,56300,167000,0.0279,0,0,0,2
125,129,43.21320344,42.13407736,12.61566261,13.70745895,12.05850322,14.86606875,1.136746303,1.188811636,0.475522123,0.968992248,0.744047619,0.884815864,1.997863708,0.165317632,0.024972138,166,1148,674.256,368.8237,182,728,306.9767,165.7766,367.2793,5177.42,3788.71,583373.76,581749.2,191.5085,44.2321,57.8257,37.0238,57.7777,108.4643,71.5508,54.4345,50.7287,73.2679,49.9328,56.3988,49.3548,78.9762,60.4359,43.9643,43.6079,106.8214,70.032,85.5179,57.9389,76.4464,52.6014,79.9167,61.4848,81000,0.724,0.0038,0.0451,5.69,10200000,0.0206,459,137000,471000,0.0059,3,3,4,2
49,51,26.72792206,26.43681412,7.89865417,8.786773976,7.435400166,9.219544457,1.181748632,1.160177526,0.532859636,0.960784314,0.777777778,0.881023939,1.231701461,0.165594268,0.010891529,185,1108,631.6939,299.6612,191,992,499.3571,212.8808,132.3367,14505.13,13979.64,345693.08,372012.25,989.6959,111,67.0022,95.4921,83.1502,110.5873,57.4424,72.5873,58.862,89.746,66.7861,97.6667,52.3995,85.9048,57.6809,75.5873,70.5283,111.9048,55.2915,91.2063,66.5413,81.5079,67.2379,107.9048,62.3077,87500,0.498,0.0114,0.0145,4.56,-13000000,0.0039,430,76600,230000,0.0114,2,0,0,2
62,64,29.55634919,29.11059749,8.884866447,9.386221721,8.585340314,9.848857802,1.09328476,1.121243721,0.404190601,0.96875,0.765432099,0.919389024,0.325898643,0.160425968,0.015081419,129,1960,818.5645,561.7542,142,618,303.7368,135.4555,514.8277,6554.18,3532.39,905048.31,907478.01,360.9714,104.9753,69.7501,71.4444,61.3215,107.284,65.4771,60.8519,64.555,78.037,59.6621,61.6296,63.8857,114.2099,63.7667,95.5185,71.069,108.7531,67.4642,102.5802,54.6383,121.037,57.7829,108.6296,59.6698,341000,0.485,0.0085,0.0157,4.86,28700000,0.0025,665,315000,931000,0.0095,2,1,1,1
51,52,27.55634919,27.08709566,8.058239062,9.830406376,6.839272193,10.04987562,1.437346855,1.184849852,0.718306985,0.980769231,0.728571429,0.873484408,1.622211994,0.17248268,0.017028871,223,1099,646.7059,316.6103,217,1073,531.9474,342.7356,114.7585,3484.34,25819.21,400625.16,404889.11,1141.52,81.5,74.4611,81.0714,70.9989,104.3857,61.869,58.2429,59.996,71.0286,61.5957,77.6143,64.1751,99.6429,64.8005,78.7143,70.241,110.4714,64.8498,128.9,66.9597,97.4286,63.917,126.6857,62.6626,82100,0.732,0.0101,0.0266,4.68,36200000,0.0097,423,92200,321000,0.0105,2,0,0,0
199,207,54.76955262,53.36552904,15.917747,18.69851242,13.75927859,20.22374842,1.358974767,1.199541966,0.677145842,0.961352657,0.663333333,0.878094591,3.264350755,0.168431359,0.025635111,162,1379,774.608,351.235,165,648,336.7525,118.8806,437.8556,4455.9,6604.79,637594.31,756438.56,118.0911,78.0267,55.3492,60.3767,55.3997,100.4567,74.1964,57.2567,57.7999,63.7,55.8151,68.5433,52.3791,83.77,48.8664,65.4433,56.2949,102.9467,73.1498,55.52,53.1902,58.1533,45.1211,68.5333,54.5513,65700,0.758,0.002,0.0239,6.33,8400000,0.0077,511,133000,466000,0.0028,5,2,4,4
41,41,23.3137085,23.3137085,7.225151994,7.93674177,6.652831172,8.062257748,1.1929871,1.054943021,0.545313728,1,0.836734694,0.947918495,0.247572316,0.159428911,3.33E-16,139,2409,950.9024,752.0718,130,1259,518.25,471.5487,432.6524,17629.71,17676.44,1110692.6,1115602.22,1176.57,101.2857,67.6723,88.551,77.949,118.5714,64.3195,64.4082,77.451,89.4286,71.0836,60.5102,76.3826,115.0204,65.0149,89.2449,76.2443,118.6122,65.2019,135.6122,71.4941,79.3878,51.9606,106.6327,74.3471,586000,0.551,0.0154,0.014,4.26,265000000,0.0027,830,526000,1640000,0.0154,0,0,1,1
50,51,26.97056275,26.61427158,7.978845608,9.428488348,6.975892355,9.486832981,1.351581686,1.157710969,0.672745588,0.980392157,0.694444444,0.88705531,0.877717972,0.168616,0.013210372,137,2459,991.16,750.5517,89,1588,529.0909,423.5727,462.0691,8334.82,9868.81,1332241.37,1368440.45,705.0475,121.6806,73.4657,76.5694,66.2026,105.7917,64.8309,78.4306,75.308,70.6944,65.9666,76.3611,76.0593,104.9722,66.8047,87.4722,63.816,106.0694,66.8156,117.3194,62.7364,149.9167,56.2541,118.4167,73.1377,593000,0.46,0.0097,0.0115,4.73,93900000,0.0059,877,522000,1520000,0.0097,0,0,1,1
38,40,23.3137085,22.95741733,6.955796338,7.786865376,6.37979266,8.062257748,1.22055148,1.138227996,0.573362533,0.95,0.791666667,0.906040065,1.120388239,0.162286776,0.015282475,190,2136,977.8947,627.5265,261,1221,454,316.0721,523.8947,9342.98,16625.85,977145.07,957371.06,759.3323,83.3125,63.0131,72.1667,73.1263,114.5,61.0033,94.8125,65.8621,90.4375,65.0162,101.0625,51.5807,92.8333,80.9001,82.0417,77.7464,116.7917,68.0904,105.9167,60.4898,81.9375,54.8539,79.375,50.9934,421000,0.532,0.0159,0.0102,4.22,209000000,0.0016,758,370000,1140000,0.0159,0,0,1,1
40,42,24.14213562,23.42955328,7.136496465,7.614022152,6.908931418,8.062257748,1.102054962,1.159528734,0.420277212,0.952380952,0.714285714,0.915676016,0.677705414,0.161,0.029516127,154,1016,536.925,296.0795,111,820,270.25,233.1782,266.675,3160.01,4858.47,281284.5,278615.57,225.8695,97.6607,69.5704,95.5714,76.0516,109.9643,61.7579,71.9107,64.5905,81.125,72.0803,76.3571,62.0652,95.0714,75.0253,78.5179,74.6746,113.9643,65.505,94.4643,72.8977,129.3036,58.1299,95.2321,77.086,93500,0.558,0.0133,0.0329,4.41,14100000,0.0128,392,88400,276000,0.0173,0,0,0,2
28,28,19.65685425,19.65685425,5.970821321,6.806429061,5.376859555,7.211102551,1.265874437,1.098146141,0.613148375,1,0.933333333,0.910625611,0.597656813,0.161989796,0,304,1798,1002.46,464.7193,327,888,607.5,396.6869,394.9643,27371.72,44121.48,686807.8,683371.44,3516.89,85.7667,82.0171,74.5667,77.233,93.7,50.7354,99.5333,59.1624,108.5667,82.0772,72.8333,62.6199,66.7667,55.0214,122.5667,82.8612,88,46.8055,83.3667,58.8121,65.6,48.3882,79.4667,66.0954,252000,0.627,0.0287,0.0096,3.62,174000000,0.0006,702,172000,565000,0.0287,0,0,0,1
73,74,31.55634919,31.3782036,9.64087583,10.64808309,8.817489413,10.81665383,1.207609399,1.08552738,0.560606512,0.986486486,0.811111111,0.93170102,0.545570423,0.161355416,0.005645317,129,957,490.1507,269.2566,120,514,251.5294,120.2477,238.6213,1979.38,2052.68,290825.36,296543.23,117.7198,65.6667,51.3363,46.6556,56.3038,115.4444,66.0286,55.0444,67.6265,70.4667,63.7397,62.9556,66.0782,76.8667,51.4959,61.7778,58.87,110.5667,64.2717,96.5444,60.5377,99.8556,51.5559,95.7111,70.2361,64100,0.585,0.0075,0.0237,4.98,3530000,0.0063,368,71300,226000,0.0085,2,3,3,2
219,222,54.87005769,53.97072268,16.69848677,17.60000593,15.93611141,18.02775638,1.104410322,1.093998823,0.42443039,0.986486486,0.805147059,0.944794839,0.478627197,0.160117919,0.016390269,108,1071,793.6484,332.3845,100,782,254.5472,166.907,539.1012,6840.21,5181.97,743995.39,752296.56,95.5257,30.0404,35.6843,21.75,36.4679,138.7831,77.6159,32.5515,52.5531,39.4301,47.0065,34.3493,53.8198,32.5735,38.8417,20.5294,36.0175,139.2904,78.762,68.4375,53.968,65.9044,52.3568,60.2794,62.8108,68000,0.745,0.0024,0.0825,6.15,2820000,0.0427,642,128000,447000,0.0065,4,3,5,2
87,89,35.55634919,34.90895008,10.52482021,12.609051,8.967775748,12.64911064,1.406039954,1.156392346,0.702972184,0.97752809,0.805555556,0.897130336,1.798026535,0.170073637,0.018207693,129,1034,543.6322,309.7372,83,457,175.9048,87.9681,367.7274,3463.47,1555.12,389349.41,366827.94,105.26,60.1296,50.9086,73.8704,71.9039,108.8611,67.1353,86.0556,64.2201,120.287,51.7577,92.5926,57.8869,72.1389,60.4849,81.5833,62.2105,104.2685,66.3536,77.7037,55.627,92.7222,62.1119,99.8148,60.7669,83500,0.615,0.0062,0.0292,5.19,-2490000,0.012,439,101000,327000,0.0077,3,3,3,2
84,89,35.55634919,34.23553977,10.34176589,11.15349305,9.863860188,11.70469991,1.130743222,1.197692073,0.466778836,0.943820225,0.763636364,0.900605907,0.489903664,0.162968362,0.037146936,132,1070,702.1667,309.3504,140,781,309.2692,198.1251,392.8974,4229.59,5733.36,574645.02,567183.66,178.6479,69.9818,66.607,57.6091,50.4974,113.7273,66.1326,94.6,63.0493,72.7909,51.3293,72.2182,62.0286,112.0455,60.9682,66.2,57.9211,114.0273,64.4789,80.6455,60.8645,82.5545,59.5211,94.1909,63.3529,84600,0.631,0.0061,0.0323,5.2,20500000,0.0084,534,104000,338000,0.0091,3,3,4,2
86,87,35.21320344,34.5006211,10.46415791,11.7726136,9.44453977,12.64911064,1.246499447,1.147368061,0.59699273,0.988505747,0.716666667,0.907934436,0.93028687,0.163609808,0.020236226,154,835,494.7442,225.1745,118,1093,465.5588,363.2148,29.1854,8493.85,6283.51,309117.47,280121.29,463.8586,94.2333,59.6399,100.9833,64.3281,110.9583,67.9568,65.5083,60.2842,51.7167,53.1393,81.6583,65.739,47.45,49.0684,50.7917,48.7449,109.15,65.6496,53.2417,64.1094,62.3833,62.2277,58.9,63.8418,39500,0.763,0.0054,0.0371,5.32,-7490000,0.02,382,61800,219000,0.0054,2,3,3,2
75,77,32.38477631,31.77654924,9.772050238,10.11571592,9.615826206,10.77032961,1.051986143,1.112783496,0.310470965,0.974025974,0.75,0.933378216,0.332411153,0.160104296,0.018781265,135,1005,576.1467,286.9027,144,496,238.52,108.364,337.6267,3466,2348.41,389038.91,376439.44,202.5584,65.5,64.577,57.49,62.148,111.19,66.5227,130.62,70.0924,106.98,64.1986,117.8,57.5733,78.44,55.5286,94.03,64.9358,110.95,65.4807,112.91,65.1396,106.1,57.5881,109.42,61.4252,76300,0.59,0.0067,0.0307,5.11,7250000,0.0158,407,86900,276000,0.0081,0,3,3,2
53,57,29.79898987,28.12093195,8.214724333,10.00182098,7.07404652,10.44030651,1.413875488,1.33326768,0.706937663,0.929824561,0.6625,0.842221483,1.468391951,0.173834776,0.056312578,301,1108,776.0566,206.4193,162,1281,588.8148,391.8929,187.2418,10565.95,21688.6,521804.05,493915.12,1505.44,79.675,68.7961,71.425,68.4636,121.85,61.1549,110.3,67.1794,82.1625,62.0939,86,59.5615,72.975,62.1071,94.475,60.9764,130.2,64.4624,86.9375,54.0373,104.6125,60.9007,76.825,58.437,48400,0.811,0.0088,0.0353,4.83,-18600000,0.0071,567,69000,250000,0.0124,0,3,3,2
51,51,26.48528137,26.48528137,8.058239062,8.903697128,7.455612223,9.433981132,1.194227498,1.094533711,0.546649704,1,0.910714286,0.913631065,0.560389114,0.162004056,2.22E-16,142,992,501.4706,303.6419,139,431,286.6,130.0954,214.8706,3724.04,7781.73,268492.78,275961.81,500.7365,61.1964,69.04,69.4643,64.6301,116.25,62.3848,59.1786,56.6611,68.8036,47.9695,58.1429,59.307,67.2679,63.5508,76.6786,74.1424,120.0893,64.561,70.2857,65.1947,88.875,57.6501,86.5536,64.5403,85100,0.604,0.0132,0.0275,4.41,20700000,0.0112,376,85100,275000,0.0157,0,3,0,2
