Area,ConvexArea,Perimeter,ConvexPerimeter,EquivDiameter,MajorAxisLength,MinorAxisLength,SuperscribedDiameter,Elongation,Compactness,Eccentricity,Solidity,Extent,Circularity,RadialDistanceSD,SecondMoment,Roughness,MinIntensity,MaxIntensity,MeanIntensity,SDIntensity,MinIntensityBG,MaxIntensityBG,MeanIntensityBG,SDIntensityBG,IntensityDifference,markov1,markov2,markov3,markov4,markov5,gabormean_0_0,gaborSD_0_0,gabormean_0_1,gaborSD_0_1,gabormean_0_2,gaborSD_0_2,gabormean_1_0,gaborSD_1_0,gabormean_1_1,gaborSD_1_1,gabormean_1_2,gaborSD_1_2,gabormean_2_0,gaborSD_2_0,gabormean_2_1,gaborSD_2_1,gabormean_2_2,gaborSD_2_2,gabormean_3_0,gaborSD_3_0,gabormean_3_1,gaborSD_3_1,gabormean_3_2,gaborSD_3_2,Contrast,Correlation,Energy,Homogeneity,Entropy,x_3rdordermoment,Inversevariance,Sumaverage,Variance,Clustertendency,MaxProbability,Malignancy_1,Malignancy_2,Malignancy_3,Malignancy_4
47,48,25.55634919,25.20005802,7.735777828,8.378540996,7.305373567,8.544003745,1.146901102,1.105833914,0.489657687,0.979166667,0.734375,0.930046453,0.345041106,0.160773624,0.013941395,198,1088,650.9149,283.1048,152,931,413.1176,230.6919,237.7972,4089.99,1419.93,4093.08,4092.13,1419.44,87.875,67.9013,72.2656,66.4186,108.7344,60.7279,90.0625,67.9731,95.875,57.461,86.9219,59.9236,72.8281,62.3069,80.2813,62.6095,117.5156,62.8912,104.5156,59.5997,100.7344,71.2969,112.4375,62.3248,91500,0.47,0.0112,0.0184,4.58,6130000,0.0094,469,80800,238000,0.0115,2,3,3,0
75,78,33.55634919,33.05247738,9.772050238,11.85438906,8.290827191,12.20655562,1.429819823,1.194753421,0.714741406,0.961538462,0.75,0.862706547,0.852977323,0.172164741,0.015015692,15,1363,602.5333,459.0926,109,1218,618.0417,438.6995,15.5083,4986.37,1306.44,4985.5,4985.36,1305.93,97.81,73.5452,108.52,80.7966,114.78,66.0281,92.4,60.1431,100.39,60.4166,75.02,58.7537,83.54,72.9993,90.26,66.5552,108.41,68.2913,84.27,68.1487,81.65,58.6166,107.74,76.4438,193000,0.569,0.0067,0.0249,5.1,38200000,0.005,652,205000,644000,0.0085,0,2,1,1
102,104,38.14213562,37.71205414,11.39607097,13.81420192,9.506255938,13.60147051,1.453169576,1.135010754,0.725567566,0.980769231,0.871794872,0.901259091,1.9643352,0.170670594,0.011275758,231,904,553.3235,204.2428,203,447,319.2,98.0672,234.1235,2494.73,4816.31,349278.89,356038.61,132.7819,49.9231,49.2552,42.5641,53.9135,112.547,62.2327,85.7863,55.6434,80.9829,44.448,84.9145,59.4493,70.8718,58.3031,61.0085,62.5574,112.5043,61.0758,70.0342,58.6017,65.812,45.085,75.4701,57.8399,35200,0.633,0.0056,0.026,5.29,7990000,0.0071,355,43000,140000,0.0058,3,3,3,2
68,71,31.89949494,31.1045152,9.304852983,10.16002592,8.762399235,10.81665383,1.15950274,1.19082745,0.506161576,0.957746479,0.839506173,0.883226118,0.53367096,0.162995497,0.02492139,-824,749,-211.6471,495.3815,-863,-68,-680.4615,237.4692,468.8145,11218.08,11780.53,12169.67,12100.84,5386.5,117.4444,70.0602,86.6667,68.2814,99.2469,78.6606,109,71.3633,93.6049,67.8446,93.4815,70.6125,107.1481,76.5294,104.9259,72.2665,90.3333,79.3875,85.0617,66.2379,91,69.3837,88.8025,63.5855,212000,0.628,0.0085,0.0217,4.86,54900000,0.0076,637,246000,804000,0.0095,1,1,0,1
361,374,74.04163056,70.60888457,21.43920417,24.2687812,19.14630218,24.69817807,1.267544039,1.208467243,0.614486644,0.965240642,0.826086957,0.909909845,2.083126595,0.164973678,0.046362377,205,1044,708.4294,225.5715,180,787,406.4474,186.0432,301.982,11959.52,3418.4,691927.83,657753.52,186.6324,64.7529,44.6394,41.9588,51.473,147.0526,76.5095,39.6453,40.3809,58.9519,38.3635,38.9703,42.6039,29.9611,36.4794,26.2197,37.7511,148.9199,76.1132,65.8856,58.1926,103.222,57.0525,47.7231,48.1632,28500,0.753,0.0014,0.0363,6.73,567000,0.0145,501,57800,203000,0.0022,5,5,5,3
247,275,67.59797975,61.31999905,17.73387063,19.3084413,17.30742908,21.09502311,1.115615798,1.472178992,0.443314907,0.898181818,0.619047619,0.825472364,1.452029035,0.169457576,0.092872312,14,1090,457.0162,245.7985,5,406,152.3533,77.3948,304.6629,5365.87,5364.38,2990.05,3004.52,1699.88,66.5489,51.0218,65.8596,54.713,87.3358,72.7201,68.7118,46.5389,70.5388,49.5707,65.5714,47.1894,48.2356,46.4043,52.5965,51.2799,84.9323,70.3006,79.2607,48.8413,69.3333,52.5012,72.3534,48.7611,36400,0.72,0.0015,0.0279,6.64,5490000,0.0086,365,64400,221000,0.0027,5,3,5,5
238,249,62.18376618,60.07650391,17.40778595,22.31786621,13.88607216,22.82542442,1.607212316,1.292906808,0.782862037,0.955823293,0.626315789,0.82866218,1.987051847,0.180736209,0.033887659,15,1478,855.2564,394.183,4,1638,236.1773,282.3426,619.0791,5250.41,5240.81,3948.11,2289.79,1526.04,46.8921,46.3745,33.5184,44.7097,127.6737,84.5885,34.2132,43.5672,37.3105,44.2028,36.1658,46.2554,54.5079,56.865,45.3,53.0288,117.7184,81.2684,81.6395,61.2335,80.8105,64.7972,51.8816,50.349,171000,0.6,0.0015,0.0281,6.59,-21800000,0.0104,659,215000,687000,0.0025,2,2,4,4
213,216,54.87005769,54.45836889,16.46815178,18.96052388,14.51506683,19.6977156,1.306265008,1.124815691,0.643386585,0.986111111,0.788888889,0.902527011,1.386972557,0.166526398,0.007502977,124,1142,659.9812,326.384,149,682,291.6667,146.8831,368.3146,2736.42,4064.64,586320.05,600108.44,39.1413,31.0259,38.6189,23.0519,42.0387,117.8667,74.1912,34.263,57.2642,45.8333,53.0592,36.7222,56.9409,93.6,56.3599,49.9444,49.158,115.0704,74.3288,64.6222,56.7177,100.1519,50.5496,82.4407,71.8778,47900,0.787,0.0022,0.0375,6.21,4440000,0.0139,502,109000,389000,0.0035,4,4,3,1
84,89,35.55634919,34.23553977,10.34176589,11.15349305,9.863860188,11.70469991,1.130743222,1.197692073,0.466778836,0.943820225,0.763636364,0.900605907,0.489903664,0.162968362,0.037146936,132,1070,702.1667,309.3504,140,781,309.2692,198.1251,392.8974,4229.59,5733.36,574645.02,567183.66,178.6479,69.9818,66.607,57.6091,50.4974,113.7273,66.1326,94.6,63.0493,72.7909,51.3293,72.2182,62.0286,112.0455,60.9682,66.2,57.9211,114.0273,64.4789,80.6455,60.8645,82.5545,59.5211,94.1909,63.3529,84600,0.631,0.0061,0.0323,5.2,20500000,0.0084,534,104000,338000,0.0091,3,3,4,2
370,385,75.9411255,72.09439991,21.70480665,25.40572797,18.77525509,26.2488095,1.35314955,1.240344915,0.673687199,0.961038961,0.778947368,0.894558045,3.275897611,0.16812408,0.05065405,2,1706,1024.59,450.0187,1,1391,228.0198,282.7221,796.5747,4981.14,4995.28,2823.67,3022.64,1652.79,61.7095,62.1303,32.0126,42.5882,140.6084,83.0115,30.0716,37.9198,59.3053,47.6915,27.7411,38.2122,69.0105,53.2592,40.6147,45.19,136.1705,80.0189,51.1853,56.073,71.5684,50.1763,46.2316,50.9836,163000,0.702,0.0012,0.0258,6.82,28900000,0.0079,899,275000,937000,0.0032,1,1,1,1
70,78,35.21320344,34.0328205,9.440697439,13.81016911,7.145012381,13,1.932840473,1.409623617,0.855759836,0.897435897,0.583333333,0.759472439,1.392092091,0.21348688,0.033521033,89,1108,611.2714,318.9825,68,587,188.24,118.1831,423.0314,4831.62,1793.48,4824.72,4825.39,1792.43,111.4917,66.705,92.125,68.2812,110.4667,73.6325,83.8167,44.7306,83.275,60.3495,102.675,69.502,79.75,58.3929,61.3,63.1728,99.1083,71.8151,60.0583,65.5799,64.0333,63.3377,59.5917,66.2349,84800,0.65,0.0055,0.0264,5.32,881000,0.0113,408,111000,365000,0.0068,3,3,0,4
238,247,60.18376618,58.73432421,17.40778595,18.34521682,17.27225198,19.6468827,1.062120726,1.211077406,0.336977901,0.963562753,0.659279778,0.866967602,1.948402068,0.166021797,0.024083604,225,1060,745.2269,244.362,171,635,297.4959,91.3451,447.731,6260.65,6258.44,3207.87,5016.54,2399.97,43.41,37.7258,27.0582,37.568,116.446,80.3605,58.0526,52.7805,73.4875,48.8149,70.7285,52.1508,69.759,56.0596,44.7645,49.2264,116.5706,81.0436,44.964,50.7925,52.5679,49.3863,47.7618,49.1476,37200,0.789,0.0017,0.0435,6.52,3960000,0.0176,457,87200,312000,0.0036,3,5,3,0
64,67,30.14213562,29.60769887,9.027033337,9.994309281,8.35510577,10.19803903,1.196191832,1.129687182,0.548750293,0.955223881,0.8,0.917446035,1.609296138,0.16311264,0.017730554,343,1109,821.0156,245.8837,350,746,521.4375,148.4462,299.5781,15490.06,8188.46,626409.69,604142.47,765.9855,87.125,52.9127,61.7125,56.2981,118.875,62.1002,101.4125,59.4902,84.8,66.2793,113.2125,62.8896,77.6375,64.7166,64.3625,59.1686,115.7875,57.6738,114.95,52.9411,89.225,63.2027,114.3,55.9917,60200,0.558,0.0088,0.0314,4.83,5300000,0.006,459,62000,193000,0.014,3,3,3,2
109,140,52.627417,46.19120641,11.78062436,18.56924201,8.682151548,17.88854382,2.138783446,2.022030713,0.883963709,0.778571429,0.486607143,0.641974462,1.91252167,0.239409311,0.122297672,100,1122,395.2936,225.7748,107,429,188.8783,57.0369,206.4153,1258.56,1344.11,147975.72,159031.69,106.8125,80.75,54.8089,80.4688,65.8202,74.1027,66.1893,60.2589,53.3769,74.692,55.8034,69.2054,51.5965,91.933,59.7029,67.2768,65.1623,77.6786,66.4815,75.7679,61.831,106.9018,72.4379,76.8482,56.9824,34400,0.597,0.0028,0.0505,6,203000,0.0181,208,41500,132000,0.0052,4,1,3,0
476,675,144.0243866,99.52805232,24.61832698,31.6640448,24.26556826,36.05551275,1.304896076,3.467809658,0.642429783,0.705185185,0.440740741,0.603845461,6.067254449,0.20860857,0.30895,222,1122,720.292,275.8222,167,1160,406.2268,280.3798,314.0652,6138.6,2305.82,6135.28,6136.62,2304,33.1843,36.0927,24.7074,34.1992,73.6722,80.497,29.6241,34.76,32.5981,35.7959,34.6333,39.3028,43.5611,40.5203,36.6296,39.7548,73.3852,79.1479,27.8157,32.7669,39.3287,39.8886,27.2796,32.0106,26900,0.87,0.0005,0.0544,7.67,1370000,0.0234,386,101000,378000,0.0013,5,5,4,4
67,69,31.21320344,30.78312195,9.236181543,10.89854938,7.998976956,11.40175425,1.362492908,1.157156287,0.679204827,0.971014493,0.676767677,0.888503905,0.943641669,0.167999388,0.013778832,144,1059,558.8955,270.6496,161,807,368.6563,188.2247,190.2393,11327.63,3315.46,296484.27,327913.69,785.0083,114.2323,56.1437,94.7374,65.0406,113.7475,67.5027,90.3838,64.5532,90.7879,57.1388,100.4545,61.088,95.5253,60.6985,83.2222,67.8715,110.2828,63.6601,96.0707,65.0361,118.4141,65.6619,91.9293,55.0499,66300,0.571,0.0068,0.0245,5.09,8040000,0.0071,384,71500,224000,0.0083,3,3,0,2
481,496,83.35533906,80.33594301,24.74728714,25.86633466,23.84250727,26.92582404,1.084883161,1.149507752,0.387765053,0.969758065,0.801666667,0.936559015,0.687840929,0.16045553,0.036223187,134,1287,809.2703,302.7534,80,1351,387.1849,387.2665,422.0854,11556.44,5272.74,790913.63,906932.35,140.7634,56.3217,38.7465,39.2167,45.9194,150.7183,85.6802,53.5383,46.745,73.575,45.7335,41.57,47.8224,31.1,44.0993,21.1517,40.5483,154.5683,85.3578,23.625,37.0522,42.9483,35.2135,25.42,38.3044,45900,0.809,0.001,0.0666,7.03,3850000,0.032,678,119000,430000,0.003,5,5,3,3
51,52,26.72792206,26.37163089,8.058239062,9.02461513,7.33398846,9.486832981,1.230519407,1.114680368,0.582731215,0.980769231,0.80952381,0.921522754,1.030812663,0.16245637,0.013330298,251,1189,685.1961,311.584,189,713,372.5833,163.5167,312.6127,9379.64,4649.75,478810.06,446225.56,631.7997,93.0317,74.4665,82.5238,49.9725,110.1429,60.0156,71.3492,70.0348,62.3333,60.5017,68.7937,62.2,72.4921,59.5149,67.5397,62.7408,102.619,58.3453,100.381,68.8925,132.1905,63.839,77.5714,67.5642,105000,0.51,0.0115,0.0202,4.55,2020000,0.0103,483,96400,291000,0.0129,1,1,3,1
350,362,80.76955262,76.82878955,21.11004123,30.09003578,15.15920806,32.55764119,1.984934546,1.483260551,0.863823274,0.966850829,0.68359375,0.745126359,6.516828782,0.20224021,0.048790206,154,1083,764.6914,336.4033,156,1056,584.6481,400.7969,180.0433,11944.68,5804.98,792582.54,776461.39,136.5596,78.4863,50.9744,48.9688,62.847,118.0859,84.962,50.0723,49.5579,64.5352,50.8619,41.8086,43.8908,29.8457,37.1905,18.1973,36.1722,121.1582,89.2398,58.6406,66.7139,81.5176,48.7855,55.8496,60.8924,36700,0.88,0.0012,0.0863,6.83,366000,0.0413,577,128000,481000,0.0035,4,5,4,3
102,103,38.38477631,37.80560929,11.39607097,12.86604468,10.37555444,13.41640786,1.240034425,1.149497398,0.591330623,0.990291262,0.772727273,0.896804032,1.694718463,0.165760153,0.015088456,-788,1260,141,510.3095,-773,149,-483.1667,325.702,624.1667,7293.54,6673.7,291040.35,283056.11,298.8777,98.5682,68.4282,80.6515,63.9357,76.3788,72.1898,105.6742,65.6506,113.1591,69.1313,81.5,52.5807,66.3409,62.8406,47.2045,62.2531,81.303,75.8667,80.6439,67.1039,104.0606,67.4113,100.7273,65.2213,212000,0.697,0.0049,0.0255,5.43,-98800000,0.0097,837,311000,1050000,0.0061,2,1,3,1
122,129,45.35533906,43.77467463,12.46335526,16.45842335,9.885331617,16.15549442,1.664933863,1.341798003,0.799531275,0.945736434,0.580952381,0.800062364,1.36881337,0.187465581,0.03485068,5,1717,540.575,384.6429,8,2044,222.2048,357.4321,318.3702,3802.4,3805.18,2711.23,2349,1763.5,91.3762,65.2934,76.8333,62.24,87.9857,71.8074,55.1048,55.6778,89.8905,73.6963,41.5952,54.0586,53.2524,44.4813,46.0429,47.8057,87.0857,69.2201,25.3667,47.3883,32.9762,47.95,28.2524,48.621,124000,0.6,0.0029,0.0263,5.94,51200000,0.0063,414,152000,487000,0.0043,2,3,3,3
107,112,39.79898987,38.90826195,11.67204486,13.22450704,10.68408128,13.60147051,1.237776716,1.178014015,0.589319388,0.955357143,0.748251748,0.888198386,0.947704867,0.167272496,0.022380667,80,881,474.7009,226.5021,31,681,321.5278,143.3092,153.1732,4987.67,4986.49,3323.46,2774.62,2130.85,94.4685,55.7571,74.1469,57.8781,113.5664,65.8028,63.965,49.4558,61.9301,60.3976,83.3147,44.7823,71.2238,48.6515,55.8252,50.7498,108.5245,64.3985,105.1399,61.1004,74.8112,55.5976,129.1538,60.195,43300,0.569,0.0045,0.0236,5.51,339000,0.0065,430,48200,151000,0.0061,0,3,3,3
83,84,34.38477631,33.62746371,10.28002345,11.35570169,9.485322703,11.40175425,1.197186648,1.133559838,0.549807125,0.988095238,0.754545455,0.922358451,0.650687344,0.162843856,0.022024648,127,752,377.9518,183.4509,198,476,305.8519,70.0646,72.1,4242.44,2204.57,4242.58,4242.61,2204.44,92.2818,53.7391,66.4091,55.4589,108.6545,64.6926,82.8727,54.0384,71.3636,59.6468,71.2455,57.2877,95.0091,46.1429,61.8091,56.7564,107.7364,63.6256,90.3455,56.9388,91.0455,49.4397,106.3636,59.5681,26700,0.591,0.006,0.0377,5.22,-1780000,0.0193,249,30300,96200,0.0062,3,3,2,0
157,160,46.627417,45.80187231,14.13855044,14.71468386,13.7103828,15.65247584,1.073251132,1.101978697,0.363104616,0.98125,0.801020408,0.9404659,0.510596327,0.159964113,0.017705135,42,3417,1491.94,1115.93,3,1105,266.4865,251.9624,1225.45,4550.96,1984.43,4570.31,4562.58,1980.54,65.8214,55.2789,66.2398,53.6003,99.7347,73.4668,92.8724,55.3605,80.9133,60.3332,69.4796,54.2891,82.6786,59.5794,60.199,62.0917,104.801,70.8414,85.0255,57.4041,81.2806,59.9121,85.3418,56.106,1030000,0.603,0.0032,0.0099,5.87,379000000,0.0021,1420,1290000,4120000,0.0035,1,1,1,4
49,49,26.38477631,26.20663073,7.89865417,9.409515466,6.814143991,9.486832981,1.380880046,1.130578934,0.689615341,1,0.680555556,0.896568685,0.898445381,0.168756216,0.006751832,129,662,376.5102,140.8804,92,358,213.2609,64.4707,163.2493,2062.54,1185.01,124472.95,118906.92,129.8047,93.2778,64.2011,108.3333,62.6926,117.6111,61.3683,71.5556,67.481,77.7361,69.8154,93.6389,54.3583,105.1806,60.0357,102.4167,73.9645,112.75,61.4003,85.5139,71.3326,79.6944,59.068,98.0556,67.7227,25400,0.428,0.0098,0.0358,4.71,-2060000,0.0069,254,21400,60700,0.0137,3,2,3,2
60,63,31.21320344,30.42683078,8.740387445,10.75607689,7.491634514,12,1.435745013,1.292157853,0.717554359,0.952380952,0.625,0.814418586,2.234456503,0.176199074,0.02519359,212,1013,587.5833,290.6452,187,1052,476.3889,310.3749,111.1944,4687.92,3315.64,4687.5,4687.56,3315.42,76.0625,68.684,70.6771,66.1571,112.6042,69.2797,67.2708,73.1825,62.3854,67.9973,65.2917,66.1091,83.2917,61.5677,71.4375,57.4166,113.2917,67.6713,94.4688,60.3031,115.7396,69.2862,129.4688,70.6295,47900,0.774,0.0072,0.0414,5.04,14200000,0.0076,379,87200,310000,0.011,2,3,3,0
393,413,77.84062043,74.31794886,22.36924543,24.73690797,20.57010164,25.29822128,1.202566151,1.226902816,0.555442291,0.95157385,0.683478261,0.894159479,1.543537446,0.164182098,0.045254927,24,1442,947.602,323.5391,33,1524,327.1484,269.2102,620.4537,5427.24,5414.47,3990.32,2651.17,1921.93,52.5009,40.6508,41.0487,46.7937,145.0313,91.7724,32.4417,38.131,39.1791,40.8787,33.313,42.1399,57.48,53.7538,45.0122,46.6969,145.713,92.6815,64.8522,53.4252,54.8452,55.2542,67.7774,59.0619,104000,0.691,0.001,0.0333,7.02,6960000,0.0114,788,170000,575000,0.002,4,2,4,5
226,231,57.11269837,55.90666377,16.96325845,18.75951855,15.60760438,19.92485885,1.201947339,1.148542462,0.554800816,0.978354978,0.743421053,0.908638533,2.482403765,0.163951931,0.02111675,115,1202,770.4027,369.8306,102,888,293.141,213.0577,477.2616,4690.46,6646.79,746692.74,691157.3,85.4977,44.9901,49.8133,38.0197,50.3628,120.0493,79.3352,48.0066,59.803,54.2105,48.4121,55.1053,54.9332,44.3289,36.5502,33.7566,41.9528,120.1184,78.9276,62.7237,59.5859,75.9737,52.8048,69.023,65.7991,62400,0.802,0.002,0.0386,6.34,3570000,0.014,595,152000,548000,0.0029,4,3,3,2
472,497,88.76955262,83.2177917,24.51467041,27.59283989,22.75564021,28.46049894,1.212571461,1.328544787,0.565579669,0.949698189,0.794612795,0.856484462,3.11080484,0.169030364,0.062541274,113,2613,817.3008,459.8585,42,1083,357.0902,300.8405,460.2107,7138.01,12905.21,1070655.34,997424.47,330.8922,47.431,44.6206,25.8603,43.5896,88.5354,58.4553,31.6347,34.6743,70.5774,53.3209,29.9108,35.1722,74.5051,54.4909,43.2138,53.4499,92.3047,60.8742,45.4411,47.3811,91.9579,55.5073,36.532,42.5951,123000,0.736,0.001,0.022,7.06,16100000,0.0062,714,226000,784000,0.0014,0,1,1,1
