Actual1,Actual2,Predicted1,Predicted2,Confidence,RMSE
0.75,0.25,0.7208333333333333,0.2791666666666667,0.9891304347826086,0.029166666666666674
0.5625,0.4375,0.6818181818181818,0.3181818181818182,0.9891304347826086,0.1193181818181818
0.375,0.625,0.215,0.785,0.9891304347826086,0.16
0.125,0.875,0.06944444444444445,0.9305555555555556,1.0,0.055555555555555566
0.625,0.375,0.8359375,0.1640625,0.9891304347826086,0.2109375
0.125,0.875,0.125,0.875,1.0,0.0
0.6875,0.3125,0.7053571428571429,0.29464285714285715,0.9891304347826086,0.017857142857142877
0.75,0.25,0.5803571428571429,0.41964285714285715,0.9565217391304348,0.16964285714285712
0.5625,0.4375,0.7208333333333333,0.2791666666666667,0.9891304347826086,0.15833333333333333
0.3125,0.6875,0.17982456140350878,0.8201754385964911,0.9891304347826086,0.13267543859649117
0.1875,0.8125,0.125,0.875,1.0,0.0625
0.125,0.875,0.125,0.875,1.0,0.0
0.125,0.875,0.125,0.875,1.0,0.0
0.375,0.625,0.2857142857142857,0.7142857142857143,0.9891304347826086,0.0892857142857143
1.0,0.0,0.8981481481481481,0.10185185185185185,1.0,0.10185185185185186
0.5625,0.4375,0.5340909090909091,0.4659090909090909,0.9565217391304348,0.02840909090909091
0.1875,0.8125,0.125,0.875,1.0,0.0625
0.5625,0.4375,0.5248161764705882,0.47518382352941174,0.8369565217391304,0.03768382352941177
0.625,0.375,0.5803571428571429,0.41964285714285715,0.9565217391304348,0.04464285714285712
0.375,0.625,0.06944444444444445,0.9305555555555556,1.0,0.3055555555555556
0.4375,0.5625,0.17982456140350878,0.8201754385964911,0.9891304347826086,0.25767543859649117
0.1875,0.8125,0.05263157894736842,0.9473684210526315,1.0,0.13486842105263155
0.25,0.75,0.06944444444444445,0.9305555555555556,1.0,0.18055555555555558
0.375,0.625,0.125,0.875,1.0,0.25
0.625,0.375,0.8359375,0.1640625,0.9891304347826086,0.2109375
0.625,0.375,0.7678571428571429,0.23214285714285715,0.9891304347826086,0.14285714285714288
0.8125,0.1875,0.9347826086956522,0.06521739130434782,1.0,0.12228260869565219
0.5,0.5,0.5165441176470589,0.4834558823529412,0.6630434782608696,0.016544117647058848
0.5625,0.4375,0.8571428571428571,0.14285714285714285,1.0,0.29464285714285715
1.0,0.0,0.9347826086956522,0.06521739130434782,1.0,0.06521739130434781
0.1875,0.8125,0.10294117647058824,0.8970588235294119,1.0,0.08455882352941184
0.1875,0.8125,0.38235294117647056,0.6176470588235294,0.9891304347826086,0.19485294117647056
0.5,0.5,0.6818181818181818,0.3181818181818182,0.9891304347826086,0.1818181818181818
0.5,0.5,0.6205357142857143,0.3794642857142857,0.9891304347826086,0.1205357142857143
0.625,0.375,0.5535714285714286,0.44642857142857145,0.9565217391304348,0.07142857142857142
1.0,0.0,0.8981481481481481,0.10185185185185185,1.0,0.10185185185185186
0.0,1.0,0.06944444444444445,0.9305555555555556,1.0,0.06944444444444443
0.375,0.625,0.15789473684210525,0.8421052631578947,0.9891304347826086,0.21710526315789472
0.3125,0.6875,0.06944444444444445,0.9305555555555556,1.0,0.24305555555555555
0.5625,0.4375,0.625,0.375,0.9891304347826086,0.0625
0.4375,0.5625,0.2013888888888889,0.7986111111111112,0.9891304347826086,0.23611111111111113
0.875,0.125,0.5447761194029851,0.4552238805970149,0.9565217391304348,0.3302238805970149
0.625,0.375,0.6333333333333333,0.36666666666666664,0.9891304347826086,0.008333333333333331
0.375,0.625,0.215,0.785,0.9891304347826086,0.16
0.75,0.25,0.7678571428571429,0.23214285714285715,0.9891304347826086,0.017857142857142877
0.625,0.375,0.5335820895522388,0.4664179104477612,0.9565217391304348,0.09141791044776118
0.5625,0.4375,0.7208333333333333,0.2791666666666667,0.9891304347826086,0.15833333333333333
0.625,0.375,0.7208333333333333,0.2791666666666667,0.9891304347826086,0.09583333333333333
0.375,0.625,0.17982456140350878,0.8201754385964911,0.9891304347826086,0.19517543859649117
0.0,1.0,0.17982456140350878,0.8201754385964911,0.9891304347826086,0.17982456140350883
0.625,0.375,0.7142857142857143,0.2857142857142857,0.9891304347826086,0.0892857142857143
0.625,0.375,0.7208333333333333,0.2791666666666667,0.9891304347826086,0.09583333333333333
0.75,0.25,0.8571428571428571,0.14285714285714285,1.0,0.10714285714285712
0.6875,0.3125,0.5535714285714286,0.44642857142857145,0.9565217391304348,0.13392857142857142
0.5,0.5,0.625,0.375,0.9891304347826086,0.125
1.0,0.0,0.9603174603174602,0.03968253968253968,1.0,0.03968253968253972
0.875,0.125,0.8981481481481481,0.10185185185185185,1.0,0.023148148148148147
1.0,0.0,0.8977272727272727,0.10227272727272728,1.0,0.10227272727272729
0.5625,0.4375,0.5447761194029851,0.4552238805970149,0.9565217391304348,0.017723880597014907
0.5625,0.4375,0.5892857142857143,0.41071428571428575,0.9782608695652174,0.026785714285714274
0.3125,0.6875,0.10294117647058824,0.8970588235294119,1.0,0.20955882352941183
0.625,0.375,0.5892857142857143,0.41071428571428575,0.9782608695652174,0.035714285714285726
1.0,0.0,0.5447761194029851,0.4552238805970149,0.9565217391304348,0.4552238805970149
0.25,0.75,0.05263157894736842,0.9473684210526315,1.0,0.19736842105263155
0.375,0.625,0.4865196078431374,0.5134803921568628,0.6630434782608696,0.1115196078431373
0.375,0.625,0.06944444444444445,0.9305555555555556,1.0,0.3055555555555556
0.125,0.875,0.125,0.875,1.0,0.0
0.4375,0.5625,0.125,0.875,1.0,0.3125
0.5625,0.4375,0.6333333333333333,0.36666666666666664,0.9891304347826086,0.07083333333333333
0.6875,0.3125,0.5335820895522388,0.4664179104477612,0.9565217391304348,0.15391791044776118
0.9375,0.0625,0.8981481481481481,0.10185185185185185,1.0,0.03935185185185185
0.8125,0.1875,0.9019607843137255,0.09803921568627451,1.0,0.0894607843137255
0.625,0.375,0.7678571428571429,0.23214285714285715,0.9891304347826086,0.14285714285714288
0.375,0.625,0.28,0.72,0.9891304347826086,0.09499999999999997
1.0,0.0,0.8571428571428571,0.14285714285714285,1.0,0.14285714285714288
0.5625,0.4375,0.7142857142857143,0.2857142857142857,0.9891304347826086,0.1517857142857143
0.3125,0.6875,0.125,0.875,1.0,0.1875
0.875,0.125,0.5447761194029851,0.4552238805970149,0.9565217391304348,0.3302238805970149
0.75,0.25,0.6205357142857143,0.3794642857142857,0.9891304347826086,0.1294642857142857
0.375,0.625,0.2857142857142857,0.7142857142857143,0.9891304347826086,0.0892857142857143
0.5625,0.4375,0.5892857142857143,0.41071428571428575,0.9782608695652174,0.026785714285714274
0.625,0.375,0.7142857142857143,0.2857142857142857,0.9891304347826086,0.0892857142857143
0.9375,0.0625,0.9603174603174602,0.03968253968253968,1.0,0.022817460317460275
0.125,0.875,0.05263157894736842,0.9473684210526315,1.0,0.07236842105263155
0.875,0.125,0.9347826086956522,0.06521739130434782,1.0,0.0597826086956522
0.1875,0.8125,0.125,0.875,1.0,0.0625
1.0,0.0,0.8571428571428571,0.14285714285714285,1.0,0.14285714285714288
0.1875,0.8125,0.125,0.875,1.0,0.0625
0.8125,0.1875,0.8977272727272727,0.10227272727272728,1.0,0.08522727272727271
0.25,0.75,0.2013888888888889,0.7986111111111112,0.9891304347826086,0.04861111111111113
0.25,0.75,0.30833333333333335,0.6916666666666667,0.9891304347826086,0.05833333333333335
1.0,0.0,0.9603174603174602,0.03968253968253968,1.0,0.03968253968253972
0.3125,0.6875,0.10294117647058824,0.8970588235294119,1.0,0.20955882352941183
0.375,0.625,0.125,0.875,1.0,0.25
0.25,0.75,0.125,0.875,1.0,0.125
0.9375,0.0625,0.8571428571428571,0.14285714285714285,1.0,0.08035714285714288
1.0,0.0,0.8571428571428571,0.14285714285714285,1.0,0.14285714285714288
0.625,0.375,0.7053571428571429,0.29464285714285715,0.9891304347826086,0.08035714285714288
1.0,0.0,0.9347826086956522,0.06521739130434782,1.0,0.06521739130434781
0.0625,0.9375,0.125,0.875,1.0,0.0625
1.0,0.0,0.8977272727272727,0.10227272727272728,1.0,0.10227272727272729
0.5625,0.4375,0.6818181818181818,0.3181818181818182,0.9891304347826086,0.1193181818181818
0.625,0.375,0.7678571428571429,0.23214285714285715,0.9891304347826086,0.14285714285714288
0.875,0.125,0.5447761194029851,0.4552238805970149,0.9565217391304348,0.3302238805970149
0.3125,0.6875,0.28703703703703703,0.7129629629629631,0.9891304347826086,0.02546296296296305
0.6875,0.3125,0.6116071428571429,0.38839285714285715,0.9782608695652174,0.07589285714285712
0.5625,0.4375,0.7142857142857143,0.2857142857142857,0.9891304347826086,0.1517857142857143
0.1875,0.8125,0.21875,0.78125,0.9891304347826086,0.03125
0.3125,0.6875,0.125,0.875,1.0,0.1875
0.5625,0.4375,0.5535714285714286,0.44642857142857145,0.9565217391304348,0.008928571428571425
0.8125,0.1875,0.8977272727272727,0.10227272727272728,1.0,0.08522727272727271
0.0625,0.9375,0.125,0.875,1.0,0.0625
0.75,0.25,0.9347826086956522,0.06521739130434782,1.0,0.1847826086956522
1.0,0.0,0.9347826086956522,0.06521739130434782,1.0,0.06521739130434781
0.0,1.0,0.08333333333333331,0.9166666666666665,1.0,0.0833333333333334
0.1875,0.8125,0.05263157894736842,0.9473684210526315,1.0,0.13486842105263155
0.0625,0.9375,0.05263157894736842,0.9473684210526315,1.0,0.009868421052631554
0.0,1.0,0.06944444444444445,0.9305555555555556,1.0,0.06944444444444443
0.625,0.375,0.5803571428571429,0.41964285714285715,0.9565217391304348,0.04464285714285712
0.5,0.5,0.6205357142857143,0.3794642857142857,0.9891304347826086,0.1205357142857143
0.5,0.5,0.7208333333333333,0.2791666666666667,0.9891304347826086,0.22083333333333333
0.6875,0.3125,0.625,0.375,0.9891304347826086,0.0625
0.625,0.375,0.7678571428571429,0.23214285714285715,0.9891304347826086,0.14285714285714288
0.75,0.25,0.7142857142857143,0.2857142857142857,0.9891304347826086,0.0357142857142857
0.5,0.5,0.5535714285714286,0.44642857142857145,0.9565217391304348,0.053571428571428575
0.625,0.375,0.8359375,0.1640625,0.9891304347826086,0.2109375
0.25,0.75,0.28703703703703703,0.7129629629629631,0.9891304347826086,0.03703703703703695
1.0,0.0,0.9347826086956522,0.06521739130434782,1.0,0.06521739130434781
1.0,0.0,0.9347826086956522,0.06521739130434782,1.0,0.06521739130434781
0.125,0.875,0.05263157894736842,0.9473684210526315,1.0,0.07236842105263155
0.5,0.5,0.5447761194029851,0.4552238805970149,0.9565217391304348,0.04477611940298509
0.5625,0.4375,0.7208333333333333,0.2791666666666667,0.9891304347826086,0.15833333333333333
0.125,0.875,0.44642857142857145,0.5535714285714286,0.9565217391304348,0.3214285714285714
0.375,0.625,0.125,0.875,1.0,0.25
0.5625,0.4375,0.6333333333333333,0.36666666666666664,0.9891304347826086,0.07083333333333333
0.5,0.5,0.8981481481481481,0.10185185185185185,1.0,0.39814814814814814
0.5625,0.4375,0.5220588235294118,0.47794117647058826,0.8369565217391304,0.04044117647058823
0.25,0.75,0.125,0.875,1.0,0.125
1.0,0.0,0.8571428571428571,0.14285714285714285,1.0,0.14285714285714288
0.3125,0.6875,0.28703703703703703,0.7129629629629631,0.9891304347826086,0.02546296296296305
0.8125,0.1875,0.9019607843137255,0.09803921568627451,1.0,0.0894607843137255
1.0,0.0,0.8981481481481481,0.10185185185185185,1.0,0.10185185185185186
0.375,0.625,0.06944444444444445,0.9305555555555556,1.0,0.3055555555555556
0.1875,0.8125,0.2013888888888889,0.7986111111111112,0.9891304347826086,0.013888888888888867
0.875,0.125,0.9347826086956522,0.06521739130434782,1.0,0.0597826086956522
0.125,0.875,0.2013888888888889,0.7986111111111112,0.9891304347826086,0.07638888888888887
0.75,0.25,0.8981481481481481,0.10185185185185185,1.0,0.14814814814814814
0.9375,0.0625,0.9603174603174602,0.03968253968253968,1.0,0.022817460317460275
0.8125,0.1875,0.7053571428571429,0.29464285714285715,0.9891304347826086,0.10714285714285712
0.1875,0.8125,0.05263157894736842,0.9473684210526315,1.0,0.13486842105263155
