Actual1,Actual2,Predicted1,Predicted2,Confidence,RMSE
0.1875,0.8125,0.4079683503836318,0.5920316496163682,0.9782608695652174,0.22046835038363177
0.5625,0.4375,0.5078158301364025,0.4921841698635976,0.6521739130434783,0.05468416986359753
0.625,0.375,0.5443404634581105,0.4556595365418895,0.9565217391304348,0.08065953654188951
0.375,0.625,0.39555804205740275,0.6044419579425974,0.9782608695652174,0.020558042057402692
0.4375,0.5625,0.4102587831471261,0.5897412168528738,0.9782608695652174,0.027241216852873867
0.1875,0.8125,0.2775833445506349,0.7224166554493651,0.9891304347826086,0.09008334455063491
0.25,0.75,0.3974595499431657,0.6025404500568343,0.9782608695652174,0.14745954994316568
0.375,0.625,0.32179257482429124,0.6782074251757089,0.9891304347826086,0.053207425175708804
0.625,0.375,0.6303700934664911,0.3696299065335089,0.9891304347826086,0.005370093466491088
0.625,0.375,0.5632545137620266,0.4367454862379735,0.9565217391304348,0.061745486237973435
0.5,0.5,0.5030304241261723,0.49696957587382784,0.6521739130434783,0.0030304241261722153
0.5625,0.4375,0.6862635679271708,0.31373643207282914,0.9891304347826086,0.12376356792717083
1.0,0.0,0.8359073701944546,0.1640926298055454,0.9891304347826086,0.1640926298055454
0.1875,0.8125,0.3371113837325975,0.6628886162674025,0.9891304347826086,0.14961138373259752
0.1875,0.8125,0.47798471676146126,0.5220152832385387,0.8369565217391304,0.29048471676146126
0.5,0.5,0.5484849695807177,0.4515150304192823,0.9565217391304348,0.048484969580717685
0.5,0.5,0.538405987394958,0.46159401260504196,0.9565217391304348,0.03840598739495804
0.625,0.375,0.5128058016684935,0.4871941983315065,0.6630434782608696,0.11219419833150648
1.0,0.0,0.6097320259670672,0.3902679740329328,0.9782608695652174,0.3902679740329328
0.0,1.0,0.19881944444444444,0.8011805555555555,0.9891304347826086,0.1988194444444445
0.375,0.625,0.34021670115196295,0.6597832988480371,0.9891304347826086,0.034783298848037075
0.3125,0.6875,0.3230065803495311,0.6769934196504689,0.9891304347826086,0.010506580349531114
0.5625,0.4375,0.5392656383205456,0.46073436167945436,0.9565217391304348,0.023234361679454363
0.4375,0.5625,0.4390409916264797,0.5609590083735203,0.9565217391304348,0.001540991626479693
0.875,0.125,0.5125624131724544,0.48743758682754557,0.6630434782608696,0.36243758682754557
0.625,0.375,0.5365302642796249,0.4634697357203751,0.9565217391304348,0.08846973572037509
0.375,0.625,0.30917572463768117,0.6908242753623188,0.9891304347826086,0.06582427536231883
0.75,0.25,0.6057900432900433,0.39420995670995673,0.9782608695652174,0.14420995670995673
0.625,0.375,0.5134939612201144,0.48650603877988574,0.6630434782608696,0.11150603877988569
0.5625,0.4375,0.5596174339300938,0.4403825660699062,0.9565217391304348,0.0028825660699062228
0.625,0.375,0.6716517857142856,0.32834821428571426,0.9891304347826086,0.04665178571428569
0.375,0.625,0.2767434210526316,0.7232565789473684,0.9891304347826086,0.09825657894736839
0.0,1.0,0.3506540988821158,0.6493459011178842,0.9891304347826086,0.3506540988821158
0.625,0.375,0.6083074534161491,0.3916925465838509,0.9782608695652174,0.016692546583850887
0.625,0.375,0.6716517857142856,0.32834821428571426,0.9891304347826086,0.04665178571428569
0.75,0.25,0.6281114718614718,0.3718885281385282,0.9891304347826086,0.12188852813852821
0.6875,0.3125,0.5212824402148919,0.4787175597851081,0.782608695652174,0.1662175597851081
0.5,0.5,0.5212538819875776,0.4787461180124224,0.782608695652174,0.021253881987577605
1.0,0.0,0.7295391806261371,0.27046081937386285,0.9891304347826086,0.2704608193738629
0.875,0.125,0.7279984759604324,0.2720015240395675,0.9891304347826086,0.14700152403956754
1.0,0.0,0.8033314891990264,0.19666851080097347,0.9891304347826086,0.19666851080097353
0.5625,0.4375,0.5074842578984872,0.49251574210151283,0.6521739130434783,0.05501574210151283
0.5625,0.4375,0.5169811076604555,0.48301889233954454,0.7065217391304348,0.04551889233954454
0.3125,0.6875,0.3371113837325975,0.6628886162674025,0.9891304347826086,0.024611383732597525
0.625,0.375,0.5168146008403361,0.4831853991596639,0.7065217391304348,0.10818539915966388
1.0,0.0,0.5125624131724544,0.48743758682754557,0.6630434782608696,0.48743758682754557
0.25,0.75,0.30983308655269887,0.6901669134473011,0.9891304347826086,0.059833086552698894
0.375,0.625,0.49629022804774087,0.5037097719522592,0.6521739130434783,0.12129022804774084
0.375,0.625,0.3618304205740267,0.6381695794259733,0.9891304347826086,0.013169579425973299
0.125,0.875,0.353422619047619,0.6465773809523809,0.9891304347826086,0.22842261904761904
0.4375,0.5625,0.27413602941176474,0.7258639705882353,0.9891304347826086,0.16336397058823526
0.5625,0.4375,0.563707298136646,0.436292701863354,0.9565217391304348,0.0012072981366459956
0.6875,0.3125,0.5134939612201144,0.48650603877988574,0.6630434782608696,0.17400603877988569
0.9375,0.0625,0.82670879342075,0.17329120657925004,0.9891304347826086,0.11079120657925003
0.8125,0.1875,0.7085040028239556,0.29149599717604435,0.9891304347826086,0.10399599717604435
0.625,0.375,0.569994709840458,0.4300052901595421,0.9565217391304348,0.05500529015954206
0.375,0.625,0.30916823308270674,0.6908317669172932,0.9891304347826086,0.06583176691729323
1.0,0.0,0.5924826452320059,0.4075173547679942,0.9782608695652174,0.40751735476799417
0.5625,0.4375,0.5837788865546218,0.41622111344537815,0.9782608695652174,0.021278886554621845
0.3125,0.6875,0.33386563617541876,0.6661343638245811,0.9891304347826086,0.021365636175418812
0.875,0.125,0.5125624131724544,0.48743758682754557,0.6630434782608696,0.36243758682754557
0.75,0.25,0.5412868039006647,0.45871319609933525,0.9565217391304348,0.20871319609933525
0.375,0.625,0.44285866520521255,0.5571413347947874,0.9565217391304348,0.06785866520521255
0.5625,0.4375,0.5303739648033127,0.46962603519668733,0.9565217391304348,0.03212603519668733
0.625,0.375,0.6536896008403362,0.3463103991596639,0.9891304347826086,0.02868960084033617
0.9375,0.0625,0.7380158191725357,0.26198418082746444,0.9891304347826086,0.19948418082746439
0.125,0.875,0.2775833445506349,0.7224166554493651,0.9891304347826086,0.1525833445506349
0.875,0.125,0.8171666707896926,0.18283332921030732,0.9891304347826086,0.057833329210307344
0.1875,0.8125,0.27508476387412784,0.7249152361258723,0.9891304347826086,0.08758476387412778
0.625,0.375,0.5097639599317988,0.4902360400682012,0.6521739130434783,0.1152360400682012
1.0,0.0,0.5906540976074224,0.4093459023925776,0.9782608695652174,0.4093459023925776
0.1875,0.8125,0.4164449889300301,0.5835550110699699,0.9782608695652174,0.22894498893003012
0.8125,0.1875,0.7242368538324421,0.2757631461675579,0.9891304347826086,0.08826314616755793
0.25,0.75,0.373743961352657,0.626256038647343,0.9891304347826086,0.12374396135265697
0.25,0.75,0.3668856243870546,0.6331143756129454,0.9891304347826086,0.1168856243870546
1.0,0.0,0.7380158191725357,0.26198418082746444,0.9891304347826086,0.2619841808274644
0.3125,0.6875,0.3371113837325975,0.6628886162674025,0.9891304347826086,0.024611383732597525
0.375,0.625,0.4136464814673436,0.5863535185326564,0.9782608695652174,0.03864648146734362
0.25,0.75,0.27413602941176474,0.7258639705882353,0.9891304347826086,0.024136029411764737
0.9375,0.0625,0.6615482470161979,0.3384517529838022,0.9891304347826086,0.2759517529838022
1.0,0.0,0.884221681096681,0.1157783189033189,1.0,0.11577831890331895
0.625,0.375,0.6056328781512605,0.3943671218487395,0.9782608695652174,0.019367121848739483
1.0,0.0,0.8144822636935208,0.1855177363064791,0.9891304347826086,0.18551773630647916
0.0625,0.9375,0.21270833333333333,0.7872916666666666,0.9891304347826086,0.15020833333333336
1.0,0.0,0.7399359668109667,0.2600640331890332,0.9891304347826086,0.2600640331890332
0.5625,0.4375,0.5505529842866,0.44944701571339996,0.9565217391304348,0.011947015713399955
0.625,0.375,0.571977049218897,0.428022950781103,0.9565217391304348,0.05302295078110297
0.875,0.125,0.5125624131724544,0.48743758682754557,0.6630434782608696,0.36243758682754557
0.3125,0.6875,0.4179099990667155,0.5820900009332846,0.9782608695652174,0.10540999906671547
0.6875,0.3125,0.5594879201680673,0.4405120798319328,0.9565217391304348,0.12801207983193277
0.5625,0.4375,0.5566018526976009,0.44339814730239924,0.9565217391304348,0.005898147302399182
0.1875,0.8125,0.3682165263493457,0.6317834736506543,0.9891304347826086,0.18071652634934565
0.3125,0.6875,0.33386563617541876,0.6661343638245811,0.9891304347826086,0.021365636175418812
0.5625,0.4375,0.5033482142857143,0.4966517857142857,0.6521739130434783,0.0591517857142857
0.8125,0.1875,0.7242368538324421,0.2757631461675579,0.9891304347826086,0.08826314616755793
0.0625,0.9375,0.4094469309462916,0.5905530690537085,0.9782608695652174,0.34694693094629153
0.75,0.25,0.6104539641943734,0.38954603580562663,0.9782608695652174,0.13954603580562663
1.0,0.0,0.8355174414957023,0.16448255850429763,0.9891304347826086,0.1644825585042977
0.0,1.0,0.3238684716370302,0.6761315283629699,0.9891304347826086,0.3238684716370302
0.1875,0.8125,0.200832336523126,0.799167663476874,0.9891304347826086,0.013332336523126015
0.0625,0.9375,0.18653665413533832,0.8134633458646616,0.9891304347826086,0.12403665413533835
0.0,1.0,0.39555804205740275,0.6044419579425974,0.9782608695652174,0.39555804205740264
0.625,0.375,0.5443404634581105,0.4556595365418895,0.9565217391304348,0.08065953654188951
0.5,0.5,0.5653667717086835,0.43463322829131656,0.9565217391304348,0.06536677170868349
0.5,0.5,0.5995572735022863,0.40044272649771373,0.9782608695652174,0.09955727350228627
0.6875,0.3125,0.5449437694042575,0.4550562305957425,0.9565217391304348,0.14255623059574252
0.625,0.375,0.5749799240348313,0.42502007596516866,0.9565217391304348,0.050020075965168664
0.75,0.25,0.5654908949745906,0.4345091050254094,0.9565217391304348,0.1845091050254094
0.5,0.5,0.5184839327522053,0.4815160672477946,0.782608695652174,0.018483932752205334
0.625,0.375,0.6141797683747412,0.3858202316252588,0.9891304347826086,0.010820231625258803
0.25,0.75,0.4122306750983222,0.5877693249016779,0.9782608695652174,0.16223067509832215
1.0,0.0,0.8171666707896926,0.18283332921030732,0.9891304347826086,0.18283332921030737
1.0,0.0,0.6100640354956212,0.38993596450437884,0.9782608695652174,0.38993596450437884
0.125,0.875,0.3895262780585502,0.6104737219414498,0.9782608695652174,0.2645262780585502
0.5,0.5,0.5125624131724544,0.48743758682754557,0.6630434782608696,0.012562413172454434
0.5625,0.4375,0.5596174339300938,0.4403825660699062,0.9565217391304348,0.0028825660699062228
0.125,0.875,0.4898040738034345,0.5101959261965656,0.6521739130434783,0.36480407380343444
0.375,0.625,0.41633841036414565,0.5836615896358543,0.9782608695652174,0.04133841036414565
0.5625,0.4375,0.563707298136646,0.436292701863354,0.9565217391304348,0.0012072981366459956
0.5,0.5,0.6069335185043806,0.3930664814956194,0.9782608695652174,0.1069335185043806
0.5625,0.4375,0.5117981711915536,0.4882018288084464,0.6630434782608696,0.050701828808446425
0.25,0.75,0.4079683503836318,0.5920316496163682,0.9782608695652174,0.15796835038363177
1.0,0.0,0.5390406162464986,0.4609593837535013,0.9565217391304348,0.4609593837535014
0.3125,0.6875,0.3861308101184089,0.6138691898815912,0.9891304347826086,0.07363081011840883
0.8125,0.1875,0.7085040028239556,0.29149599717604435,0.9891304347826086,0.10399599717604435
1.0,0.0,0.6069335185043806,0.3930664814956194,0.9782608695652174,0.3930664814956194
0.375,0.625,0.3230065803495311,0.6769934196504689,0.9891304347826086,0.051993419650468886
0.1875,0.8125,0.4369729769205974,0.5630270230794027,0.9565217391304348,0.24947297692059736
0.875,0.125,0.900947211888708,0.09905278811129195,1.0,0.025947211888708008
0.125,0.875,0.4390409916264797,0.5609590083735203,0.9565217391304348,0.3140409916264797
0.75,0.25,0.6069335185043806,0.3930664814956194,0.9782608695652174,0.1430664814956194
0.9375,0.0625,0.7323364952041422,0.26766350479585777,0.9891304347826086,0.20516350479585777
0.8125,0.1875,0.6457392245435724,0.35426077545642765,0.9891304347826086,0.16676077545642765
0.1875,0.8125,0.2189614661654135,0.7810385338345864,0.9891304347826086,0.03146146616541354
